STNAME,CTYNAME,POPESTIMATE2015
Virginia,Gloucester County,37007
Virginia,Goochland County,22159
Virginia,Grayson County,15956
Virginia,Greene County,19186
Virginia,Greensville County,11813
Virginia,Halifax County,35082
Virginia,Hanover County,103078
Virginia,Henrico County,324289
Virginia,Henry County,51912
Virginia,Highland County,2196
Virginia,Isle of Wight County,36155
Virginia,James City County,72836
Virginia,King and Queen County,7086
Virginia,King George County,25399
Virginia,King William County,16285
Virginia,Lancaster County,10825
Virginia,Lee County,24550
Virginia,Loudoun County,374054
Virginia,Louisa County,34615
Virginia,Lunenburg County,12329
Virginia,Madison County,13046
Virginia,Mathews County,8844
Virginia,Mecklenburg County,30933
Virginia,Middlesex County,10683
Virginia,Montgomery County,97348
Virginia,Nelson County,14757
Virginia,New Kent County,20382
Virginia,Northampton County,12095
Virginia,Northumberland County,12246
Virginia,Nottoway County,15606
Virginia,Orange County,35183
Virginia,Page County,23660
Virginia,Patrick County,17953
Virginia,Pittsylvania County,62000
Virginia,Powhatan County,28056
Virginia,Prince Edward County,23120
Virginia,Prince George County,38212
Virginia,Prince William County,451232
Virginia,Pulaski County,34341
Virginia,Rappahannock County,7390
Virginia,Richmond County,8783
Virginia,Roanoke County,93337
Virginia,Rockbridge County,22375
Virginia,Rockingham County,78453
Virginia,Russell County,27824
Virginia,Scott County,22244
Virginia,Shenandoah County,42841
Virginia,Smyth County,31411
Virginia,Southampton County,18121
Virginia,Spotsylvania County,129944
Virginia,Stafford County,140917
Virginia,Surry County,6670
Virginia,Sussex County,11686
Virginia,Tazewell County,42904
Virginia,Warren County,38675
Virginia,Washington County,54337
Virginia,Westmoreland County,17549
Virginia,Wise County,39567
Virginia,Wythe County,29098
Virginia,York County,67828
Virginia,Alexandria city,153863
Virginia,Bristol city,17041
Virginia,Buena Vista city,6533
Virginia,Charlottesville city,46433
Virginia,Chesapeake city,235168
Virginia,Colonial Heights city,17482
Virginia,Covington city,5661
Virginia,Danville city,41937
Virginia,Emporia city,5525
Virginia,Fairfax city,23439
Virginia,Falls Church city,13837
Virginia,Franklin city,8334
Virginia,Fredericksburg city,28054
Virginia,Galax city,6798
Virginia,Hampton city,136187
Virginia,Harrisonburg city,52755
Virginia,Hopewell city,22228
Virginia,Lexington city,7123
Virginia,Lynchburg city,79271
Virginia,Manassas city,41530
Virginia,Manassas Park city,16054
Virginia,Martinsville city,13277
Virginia,Newport News city,180948
Virginia,Norfolk city,246534
Virginia,Norton city,4005
Virginia,Petersburg city,32000
Virginia,Poquoson city,12014
Virginia,Portsmouth city,96308
Virginia,Radford city,17341
Virginia,Richmond city,220847
Virginia,Roanoke city,99733
Virginia,Salem city,25426
Virginia,Staunton city,24219
Virginia,Suffolk city,88127
Virginia,Virginia Beach city,450474
Virginia,Waynesboro city,21558
Virginia,Williamsburg city,14767
Virginia,Winchester city,27470
Washington,Washington,7163543
Washington,Adams County,19244
Washington,Asotin County,22106
Washington,Benton County,190316
Washington,Chelan County,75123
Washington,Clallam County,73222
Washington,Clark County,456986
Washington,Columbia County,3961
Washington,Cowlitz County,103050
Washington,Douglas County,40559
Washington,Ferry County,7519
Washington,Franklin County,88779
Washington,Garfield County,2222
Washington,Grant County,93670
Washington,Grays Harbor County,71027
Washington,Island County,80031
Washington,Jefferson County,30331
Washington,King County,2126561
Washington,Kitsap County,259320
Washington,Kittitas County,43092
Washington,Klickitat County,20997
Washington,Lewis County,75419
Washington,Lincoln County,10289
Washington,Mason County,61033
Washington,Okanogan County,41352
Washington,Pacific County,20869
Washington,Pend Oreille County,13087
Washington,Pierce County,841706
Washington,San Juan County,16198
Washington,Skagit County,121604
Washington,Skamania County,11378
Washington,Snohomish County,770049
Washington,Spokane County,488749
Washington,Stevens County,43544
Washington,Thurston County,268014
Washington,Wahkiakum County,4027
Washington,Walla Walla County,59976
Washington,Whatcom County,211940
Washington,Whitman County,48128
Washington,Yakima County,248065
West Virginia,West Virginia,1841996
West Virginia,Barbour County,16971
West Virginia,Berkeley County,111683
West Virginia,Boone County,23246
West Virginia,Braxton County,14372
West Virginia,Brooke County,23205
West Virginia,Cabell County,96571
West Virginia,Calhoun County,7466
West Virginia,Clay County,8874
West Virginia,Doddridge County,8701
West Virginia,Fayette County,44706
West Virginia,Gilmer County,8306
West Virginia,Grant County,11672
West Virginia,Greenbrier County,35585
West Virginia,Hampshire County,23314
West Virginia,Hancock County,29968
West Virginia,Hardy County,13831
West Virginia,Harrison County,68539
West Virginia,Jackson County,29163
West Virginia,Jefferson County,56081
West Virginia,Kanawha County,188270
West Virginia,Lewis County,16436
West Virginia,Lincoln County,21279
West Virginia,Logan County,34437
West Virginia,McDowell County,19763
West Virginia,Marion County,56744
West Virginia,Marshall County,32191
West Virginia,Mason County,27081
West Virginia,Mercer County,61124
West Virginia,Mineral County,27384
West Virginia,Mingo County,25320
West Virginia,Monongalia County,104706
West Virginia,Monroe County,13578
West Virginia,Morgan County,17487
West Virginia,Nicholas County,25550
West Virginia,Ohio County,42996
West Virginia,Pendleton County,7104
West Virginia,Pleasants County,7499
West Virginia,Pocahontas County,8574
West Virginia,Preston County,33844
West Virginia,Putnam County,56600
West Virginia,Raleigh County,77371
West Virginia,Randolph County,29206
West Virginia,Ritchie County,10082
West Virginia,Roane County,14377
West Virginia,Summers County,13134
West Virginia,Taylor County,16928
West Virginia,Tucker County,7088
West Virginia,Tyler County,8952
West Virginia,Upshur County,24725
West Virginia,Wayne County,41195
West Virginia,Webster County,8636
West Virginia,Wetzel County,15777
West Virginia,Wirt County,5805
West Virginia,Wood County,86326
West Virginia,Wyoming County,22173
Wisconsin,Wisconsin,5761406
Wisconsin,Adams County,20025
Wisconsin,Ashland County,15809
Wisconsin,Barron County,45357
Wisconsin,Bayfield County,14980
Wisconsin,Brown County,257899
Wisconsin,Buffalo County,13241
Wisconsin,Burnett County,15138
Wisconsin,Calumet County,49812
Wisconsin,Chippewa County,63416
Wisconsin,Clark County,34349
Wisconsin,Columbia County,56672
Wisconsin,Crawford County,16328
Wisconsin,Dane County,522847
Wisconsin,Dodge County,87827
Wisconsin,Door County,27307
Wisconsin,Douglas County,43483
Wisconsin,Dunn County,44249
Wisconsin,Eau Claire County,102119
Wisconsin,Florence County,4346
Wisconsin,Fond du Lac County,101951
Wisconsin,Forest County,9005
Wisconsin,Grant County,52085
Wisconsin,Green County,36918
Wisconsin,Green Lake County,18712
Wisconsin,Iowa County,23591
Wisconsin,Iron County,5719
Wisconsin,Jackson County,20521
Wisconsin,Jefferson County,84503
Wisconsin,Juneau County,26314
Wisconsin,Kenosha County,167967
Wisconsin,Kewaunee County,20317
Wisconsin,La Crosse County,117726
Wisconsin,Lafayette County,16792
Wisconsin,Langlade County,19043
Wisconsin,Lincoln County,27858
Wisconsin,Manitowoc County,79495
Wisconsin,Marathon County,135289
Wisconsin,Marinette County,40653
Wisconsin,Marquette County,15118
Wisconsin,Menominee County,4525
Wisconsin,Milwaukee County,958654
Wisconsin,Monroe County,45306
Wisconsin,Oconto County,37478
Wisconsin,Oneida County,35308
Wisconsin,Outagamie County,183417
Wisconsin,Ozaukee County,87934
Wisconsin,Pepin County,7234
Wisconsin,Pierce County,41038
Wisconsin,Polk County,43213
Wisconsin,Portage County,70497
Wisconsin,Price County,13577
Wisconsin,Racine County,194710
Wisconsin,Richland County,17559
Wisconsin,Rock County,161052
Wisconsin,Rusk County,14127
Wisconsin,St. Croix County,87139
Wisconsin,Sauk County,63264
Wisconsin,Sawyer County,16290
Wisconsin,Shawano County,41062
Wisconsin,Sheboygan County,115239
Wisconsin,Taylor County,20321
Wisconsin,Trempealeau County,29441
Wisconsin,Vernon County,30318
Wisconsin,Vilas County,21435
Wisconsin,Walworth County,102513
Wisconsin,Washburn County,15519
Wisconsin,Washington County,133932
Wisconsin,Waukesha County,396261
Wisconsin,Waupaca County,51682
Wisconsin,Waushara County,23946
Wisconsin,Winnebago County,169270
Wisconsin,Wood County,73364
Wyoming,Wyoming,585668
Wyoming,Albany County,37956
Wyoming,Big Horn County,11950
Wyoming,Campbell County,49269
Wyoming,Carbon County,15618
Wyoming,Converse County,14299
Wyoming,Crook County,7437
Wyoming,Fremont County,40228
Wyoming,Goshen County,13551
Wyoming,Hot Springs County,4717
Wyoming,Johnson County,8609
Wyoming,Laramie County,97006
Wyoming,Lincoln County,18738
Wyoming,Natrona County,82123
Wyoming,Niobrara County,2496
Wyoming,Park County,28925
Wyoming,Platte County,8797
Wyoming,Sheridan County,29886
Wyoming,Sublette County,10046
Wyoming,Sweetwater County,44754
Wyoming,Teton County,23016
Wyoming,Uinta County,20770
Wyoming,Washakie County,8280
Wyoming,Weston County,7197
