,date,state,city_or_county,n_killed,n_injured,n_total,county
3305,10/22/2015,Maryland,Riverdale,0,0,0,
3307,10/22/2015,Maryland,Riverdale,0,0,0,
3790,3/6/2016,Maryland,Riverdale,0,3,3,
5708,9/6/2017,Maryland,Riverdale,0,2,2,
5739,9/16/2017,Maryland,Riverdale,1,0,1,
5850,10/9/2017,North Carolina,Roaring River,1,0,1,
176,1/29/2014,Missouri,Robertsville,0,1,1,
1669,10/15/2014,South Carolina,Robertsville,0,1,1,
2086,12/24/2014,Missouri,Robertsville,0,1,1,
2176,1/14/2015,Missouri,Robertsville,1,1,2,
4720,12/6/2016,Missouri,Robertsville,0,1,1,
4790,12/28/2016,Missouri,Robertsville,0,0,0,
5304,5/18/2017,Missouri,Robertsville,0,0,0,
5831,10/6/2017,Missouri,Robertsville,0,0,0,
6204,1/12/2018,Missouri,Robertsville,1,0,1,
995,7/10/2014,New Jersey,Rochelle Park,0,0,0,
3505,12/14/2015,New Jersey,Rochelle Park,0,1,1,
5706,9/5/2017,Massachusetts,Rochester,1,0,1,
3959,4/26/2016,Kentucky,Rockfield,0,1,1,
4009,5/14/2016,Kentucky,Rockfield,0,0,0,
4577,10/28/2016,Maine,Rockport,0,0,0,
5220,5/1/2017,Maine,Rockport,0,0,0,
6481,3/26/2018,Wisconsin,Rockton,0,0,0,
45,1/9/2014,Connecticut,Rocky Hill,0,0,0,
48,1/9/2014,Connecticut,Rocky Hill,0,0,0,
4888,1/21/2017,Connecticut,Rocky Hill,0,0,0,
5183,4/20/2017,Connecticut,Rocky Hill,0,1,1,
5618,8/14/2017,Connecticut,Rocky Hill,0,0,0,
5620,8/14/2017,Connecticut,Rocky Hill,1,0,1,
6212,1/13/2018,Connecticut,Rocky Hill,0,0,0,
2070,12/21/2014,New Hampshire,Rollinsford,0,0,0,
3532,12/22/2015,New Hampshire,Rollinsford,0,0,0,
4623,11/8/2016,New Hampshire,Rollinsford,0,0,0,
6166,1/1/2018,Arkansas,Romance,3,0,3,
1848,11/11/2014,Maine,Rome,0,0,0,
2551,4/12/2015,Michigan,Rome,0,1,1,
4326,8/16/2016,Ohio,Rome,1,0,1,
6461,3/22/2018,Indiana,Romney,0,0,0,
3933,4/20/2016,Ohio,Rootstown,1,0,1,
4414,9/12/2016,Ohio,Rootstown,0,0,0,
5947,11/2/2017,Ohio,Rootstown,0,0,0,
6012,11/19/2017,Ohio,Rootstown,0,0,0,
5714,9/9/2017,Illinois,Rosamond,0,0,0,
103,1/16/2014,Michigan,Roscommon Township,1,0,1,
3342,10/31/2015,New York,Rosedale,1,1,2,
3523,12/19/2015,New York,Rosedale,0,1,1,
5090,3/20/2017,New York,Rosedale,0,1,1,
5279,5/14/2017,New York,Rosedale,0,1,1,
5001,2/19/2017,Virginia,Roseland,0,1,1,
358,3/11/2014,New York,Rosendale,0,0,0,
2825,6/4/2015,New York,Rosendale,0,0,0,
6431,3/16/2018,New York,Rosendale,0,0,0,
2134,1/4/2015,Massachusetts,Roslindale,0,1,1,
2255,2/5/2015,Pennsylvania,Ross Township,0,0,0,
2328,2/21/2015,South Carolina,Round O,0,0,0,
6004,11/17/2017,South Carolina,Round O,1,0,1,
2350,2/28/2015,Tennessee,Round Rock,1,0,1,
5120,3/30/2017,Virginia,Rowe,0,0,0,
2589,4/18/2015,Kentucky,Rowletts,0,0,0,
2046,12/17/2014,Massachusetts,Roxbury,1,0,1,
2082,12/23/2014,Massachusetts,Roxbury,0,0,0,
2091,12/26/2014,Massachusetts,Roxbury,0,0,0,
2111,12/30/2014,Massachusetts,Roxbury,0,0,0,
3210,9/23/2015,New York,Roxbury,0,0,0,
4451,9/21/2016,Connecticut,Roxbury,1,0,1,
5591,8/7/2017,Massachusetts,Roxbury,0,0,0,
1521,9/22/2014,New Jersey,Roxbury Township,2,0,2,
977,7/7/2014,Vermont,Royalton,0,0,0,
1603,10/5/2014,New York,Royalton,2,0,2,
2827,6/4/2015,Vermont,Royalton,0,0,0,
3750,2/23/2016,New York,Ruby,0,0,0,
5924,10/27/2017,Pennsylvania,Ruffs Dale,0,1,1,
913,6/29/2014,New Hampshire,Rumney,1,0,1,
447,3/28/2014,Kentucky,Russell Cave,0,0,0,
1049,7/18/2014,West Virginia,Russelville,0,0,0,
3082,8/16/2015,New Hampshire,Rye,0,0,0,
4253,7/26/2016,New Hampshire,Rye,0,0,0,
4973,2/11/2017,New Hampshire,Rye,0,1,1,
5966,11/6/2017,New Hampshire,Rye,1,0,1,
6110,12/16/2017,New Hampshire,Rye,0,0,0,
4769,12/22/2016,Maine,Sabattus,0,0,0,
2290,2/13/2015,Louisiana,Sabine Parish,0,0,0,
829,6/12/2014,New Jersey,Saddle Brook,1,0,1,
1209,8/8/2014,New Jersey,Saddle Brook,0,0,0,
1495,9/19/2014,New Jersey,Saddle Brook,0,0,0,
1499,9/19/2014,New Jersey,Saddle Brook,0,0,0,
1712,10/21/2014,New Jersey,Saddle Brook,0,0,0,
3225,9/29/2015,New Jersey,Saddle Brook,0,0,0,
3494,12/10/2015,Massachusetts,Sagamore Beach,0,1,1,
3605,1/11/2016,Massachusetts,Sagamore Beach,0,0,0,
2932,7/6/2015,Michigan,Saginaw Charter Township,0,0,0,
594,4/29/2014,Michigan,Saginaw Township,0,0,0,
2397,3/11/2015,Michigan,Saginaw Township,1,1,2,
4962,2/9/2017,Michigan,Saginaw Township,0,1,1,
3117,8/25/2015,New York,Saint Albans,0,1,1,
3809,3/11/2016,New York,Saint Albans,1,0,1,
3826,3/17/2016,New York,Saint Albans,0,1,1,
3898,4/8/2016,Maine,Saint Albans,1,0,1,
3925,4/16/2016,New York,Saint Albans,1,0,1,
4020,5/19/2016,New York,Saint Albans,1,0,1,
4321,8/15/2016,Maine,Saint Albans,0,0,0,
5086,3/18/2017,New York,Saint Albans,0,0,0,
5407,6/12/2017,Maine,Saint Albans,0,0,0,
5747,9/18/2017,Maine,Saint Albans,0,0,0,
5778,9/25/2017,Maine,Saint Albans,0,0,0,
185,1/31/2014,Louisiana,Saint Amant,1,0,1,
5033,3/1/2017,Indiana,Saint Croix,1,0,1,
772,5/31/2014,Maine,Saint Francis,1,0,1,
356,3/9/2014,South Carolina,Saint Helena Island,0,1,1,
652,5/8/2014,South Carolina,Saint Helena Island,0,0,0,
838,6/14/2014,South Carolina,Saint Helena Island,0,0,0,
928,7/1/2014,South Carolina,Saint Helena Island,0,0,0,
968,7/7/2014,South Carolina,Saint Helena Island,0,1,1,
1086,7/23/2014,South Carolina,Saint Helena Island,0,0,0,
1089,7/24/2014,South Carolina,Saint Helena Island,0,0,0,
1330,8/28/2014,South Carolina,Saint Helena Island,0,0,0,
1397,9/7/2014,South Carolina,Saint Helena Island,0,1,1,
1685,10/17/2014,South Carolina,Saint Helena Island,0,0,0,
1734,10/25/2014,South Carolina,Saint Helena Island,0,2,2,
1808,11/6/2014,South Carolina,Saint Helena Island,0,0,0,
1974,12/3/2014,South Carolina,Saint Helena Island,0,0,0,
1987,12/8/2014,South Carolina,Saint Helena Island,0,1,1,
2000,12/10/2014,South Carolina,Saint Helena Island,0,0,0,
2018,12/13/2014,South Carolina,Saint Helena Island,0,0,0,
2022,12/14/2014,South Carolina,Saint Helena Island,0,0,0,
2096,12/26/2014,South Carolina,Saint Helena Island,0,0,0,
2154,1/8/2015,South Carolina,Saint Helena Island,0,0,0,
2586,4/18/2015,South Carolina,Saint Helena Island,0,0,0,
2645,4/30/2015,South Carolina,Saint Helena Island,0,0,0,
2683,5/8/2015,South Carolina,Saint Helena Island,0,0,0,
2720,5/15/2015,South Carolina,Saint Helena Island,0,1,1,
3036,8/4/2015,South Carolina,Saint Helena Island,0,0,0,
3054,8/9/2015,South Carolina,Saint Helena Island,0,0,0,
3056,8/9/2015,South Carolina,Saint Helena Island,0,1,1,
3205,9/21/2015,South Carolina,Saint Helena Island,0,0,0,
3240,10/4/2015,South Carolina,Saint Helena Island,0,1,1,
3394,11/14/2015,South Carolina,Saint Helena Island,0,2,2,
3465,12/2/2015,South Carolina,Saint Helena Island,0,0,0,
3528,12/20/2015,South Carolina,Saint Helena Island,0,1,1,
3668,1/29/2016,South Carolina,Saint Helena Island,0,1,1,
3810,3/12/2016,South Carolina,Saint Helena Island,0,2,2,
4164,7/2/2016,South Carolina,Saint Helena Island,0,1,1,
4226,7/18/2016,South Carolina,Saint Helena Island,0,1,1,
4248,7/24/2016,South Carolina,Saint Helena Island,0,0,0,
4249,7/24/2016,South Carolina,Saint Helena Island,0,0,0,
4273,7/31/2016,South Carolina,Saint Helena Island,1,0,1,
4756,12/17/2016,South Carolina,Saint Helena Island,0,2,2,
4802,12/31/2016,South Carolina,Saint Helena Island,0,1,1,
5179,4/18/2017,South Carolina,Saint Helena Island,0,0,0,
5238,5/5/2017,South Carolina,Saint Helena Island,0,0,0,
5510,7/15/2017,South Carolina,Saint Helena Island,0,0,0,
5622,8/15/2017,South Carolina,Saint Helena Island,0,0,0,
5673,8/28/2017,South Carolina,Saint Helena Island,0,0,0,
5681,8/29/2017,South Carolina,Saint Helena Island,0,2,2,
5762,9/21/2017,South Carolina,Saint Helena Island,0,1,1,
5765,9/21/2017,South Carolina,Saint Helena Island,0,0,0,
5766,9/21/2017,South Carolina,Saint Helena Island,0,0,0,
5820,10/4/2017,South Carolina,Saint Helena Island,0,1,1,
5845,10/8/2017,South Carolina,Saint Helena Island,0,1,1,
5962,11/6/2017,South Carolina,Saint Helena Island,0,1,1,
5964,11/6/2017,South Carolina,Saint Helena Island,0,0,0,
5992,11/15/2017,South Carolina,Saint Helena Island,0,0,0,
6024,11/24/2017,South Carolina,Saint Helena Island,0,0,0,
6064,12/3/2017,South Carolina,Saint Helena Island,0,0,0,
6185,1/6/2018,South Carolina,Saint Helena Island,0,1,1,
6332,2/16/2018,South Carolina,Saint Helena Island,0,0,0,
6447,3/20/2018,South Carolina,Saint Helena Island,0,0,0,
2131,1/4/2015,Missouri,Saint John,1,0,1,
904,6/28/2014,Florida,Saint Johns,0,0,0,
1300,8/22/2014,Florida,Saint Johns,0,1,1,
1570,9/30/2014,Florida,Saint Johns,0,0,0,
2017,12/13/2014,Florida,Saint Johns,1,0,1,
6207,1/12/2018,Florida,Saint Johns,0,1,1,
199,2/1/2014,Illinois,Saint Louis,1,0,1,
695,5/16/2014,Illinois,Saint Louis,1,0,1,
1511,9/20/2014,Illinois,Saint Louis,1,1,2,
1600,10/4/2014,Florida,Saint Petersburg ,0,0,0,
1683,10/17/2014,Florida,Saint Petersburg ,0,0,0,
1781,11/2/2014,Louisiana,Saint Roch,0,1,1,
5044,3/6/2017,Georgia,Saint Simons Island,2,0,2,
5561,7/31/2017,Georgia,Saint Simons Island,0,0,0,
1000,7/11/2014,Pennsylvania,Saint Thomas,0,0,0,
4653,11/16/2016,Pennsylvania,Saint Thomas,0,1,1,
2764,5/23/2015,Alaska,Salcha,0,0,0,
260,2/14/2014,New York,Salina ,0,0,0,
1791,11/3/2014,Vermont,Salisbury,0,0,0,
3487,12/8/2015,Vermont,Salisbury,0,0,0,
3635,1/20/2016,Vermont,Salisbury,0,0,0,
115,1/18/2014,Texas,San Jacinto River,0,0,0,
1681,10/17/2014,California,San Pedro,0,3,3,
1876,11/14/2014,California,San Pedro,0,0,0,
2207,1/19/2015,California,San Pedro,1,0,1,
2714,5/13/2015,California,San Pedro,0,1,1,
3193,9/18/2015,California,San Pedro,1,0,1,
3586,1/5/2016,California,San Pedro,0,0,0,
3742,2/20/2016,California,San Pedro,1,0,1,
3743,2/20/2016,California,San Pedro,0,0,0,
4136,6/23/2016,California,San Pedro,1,0,1,
4316,8/14/2016,California,San Pedro,1,2,3,
4463,9/25/2016,California,San Pedro,0,3,3,
4656,11/17/2016,California,San Pedro,2,0,2,
4698,11/28/2016,California,San Pedro,0,4,4,
4736,12/10/2016,California,San Pedro,0,1,1,
4925,1/31/2017,California,San Pedro,0,1,1,
4984,2/14/2017,California,San Pedro,1,0,1,
5139,4/5/2017,California,San Pedro,0,0,0,
5258,5/9/2017,California,San Pedro,1,0,1,
5340,5/27/2017,California,San Pedro,0,0,0,
5421,6/15/2017,California,San Pedro,0,1,1,
5787,9/26/2017,California,San Pedro,0,1,1,
5879,10/17/2017,California,San Pedro,0,2,2,
6128,12/20/2017,California,San Pedro,0,1,1,
890,6/26/2014,California,San Ysidro,0,1,1,
2135,1/4/2015,California,San Ysidro,0,0,0,
3184,9/14/2015,California,San Ysidro,0,1,1,
3413,11/19/2015,California,San Ysidro,0,1,1,
4999,2/19/2017,California,San Ysidro,0,0,0,
1224,8/10/2014,New Hampshire,Sanbornton,0,1,1,
2216,1/21/2015,New Hampshire,Sanbornton,0,0,0,
2658,5/2/2015,New Hampshire,Sanbornton,0,0,0,
3286,10/16/2015,New Hampshire,Sanbornton,0,1,1,
1153,8/1/2014,Kentucky,Sand Gap,2,0,2,
2881,6/19/2015,New Hampshire,Sandown,0,0,0,
183,1/30/2014,Utah,Sandy,1,0,1,
319,2/27/2014,Utah,Sandy,0,0,0,
2053,12/18/2014,Utah,Sandy,1,0,1,
2591,4/19/2015,Utah,Sandy,0,1,1,
2826,6/4/2015,Utah,Sandy,0,0,0,
3230,10/2/2015,Utah,Sandy,0,1,1,
3431,11/23/2015,Utah,Sandy,1,0,1,
3873,3/30/2016,Utah,Sandy,0,0,0,
3971,4/30/2016,Utah,Sandy,0,1,1,
4460,9/24/2016,Utah,Sandy,0,2,2,
4565,10/25/2016,Utah,Sandy,0,1,1,
5004,2/22/2017,Utah,Sandy,0,1,1,
5382,6/6/2017,Utah,Sandy,3,2,5,
5678,8/28/2017,Utah,Sandy,0,0,0,
5687,8/30/2017,Utah,Sandy,0,1,1,
5897,10/21/2017,Utah,Sandy,0,2,2,
6261,1/26/2018,Utah,Sandy,0,1,1,
6309,2/9/2018,Utah,Sandy,0,0,0,
6412,3/13/2018,Utah,Sandy,1,0,1,
6436,3/17/2018,Utah,Sandy,0,2,2,
3929,4/18/2016,Maine,Sangerville,0,0,0,
6199,1/10/2018,Maine,Sangerville,0,0,0,
4725,12/7/2016,New York,Saranac,0,0,0,
6070,12/5/2017,New York,Sardinia,0,0,0,
6445,3/19/2018,New York,Sardinia,0,0,0,
654,5/9/2014,Kentucky,Scalf,1,0,1,
628,5/4/2014,Rhode Island,Scituate,0,1,1,
277,2/18/2014,New Jersey,Scotch Plains,0,1,1,
1393,9/6/2014,New Jersey,Scotch Plains,2,0,2,
1593,10/3/2014,New Jersey,Scotch Plains,0,0,0,
5325,5/24/2017,New Jersey,Scotch Plains,0,0,0,
669,5/11/2014,Pennsylvania,Scotrun,0,0,0,
708,5/18/2014,Pennsylvania,Scotrun,0,0,0,
4986,2/14/2017,Michigan,Scotts,1,0,1,
3410,11/17/2015,Texas,Scroggins,0,0,0,
344,3/7/2014,South Carolina,Seabrook,0,1,1,
346,3/7/2014,South Carolina,Seabrook,0,1,1,
513,4/10/2014,South Carolina,Seabrook,3,0,3,
595,4/30/2014,South Carolina,Seabrook,0,0,0,
1413,9/9/2014,South Carolina,Seabrook,0,0,0,
1650,10/12/2014,South Carolina,Seabrook,0,1,1,
1667,10/15/2014,South Carolina,Seabrook,0,1,1,
1800,11/4/2014,New Hampshire,Seabrook,0,0,0,
1852,11/11/2014,South Carolina,Seabrook,0,1,1,
2445,3/20/2015,South Carolina,Seabrook,0,1,1,
2747,5/20/2015,South Carolina,Seabrook,0,0,0,
2933,7/6/2015,South Carolina,Seabrook,0,1,1,
3015,7/30/2015,South Carolina,Seabrook,0,0,0,
3196,9/19/2015,South Carolina,Seabrook,0,1,1,
3388,11/12/2015,South Carolina,Seabrook,0,1,1,
3461,11/30/2015,South Carolina,Seabrook,0,1,1,
3521,12/18/2015,New Hampshire,Seabrook,0,0,0,
3555,12/30/2015,South Carolina,Seabrook,0,0,0,
3724,2/17/2016,South Carolina,Seabrook,0,1,1,
4140,6/24/2016,South Carolina,Seabrook,0,1,1,
4406,9/8/2016,South Carolina,Seabrook,0,0,0,
4407,9/9/2016,South Carolina,Seabrook,0,0,0,
4450,9/21/2016,South Carolina,Seabrook,0,0,0,
4707,12/1/2016,South Carolina,Seabrook,0,1,1,
4805,12/31/2016,South Carolina,Seabrook,0,0,0,
4998,2/17/2017,South Carolina,Seabrook,0,0,0,
5227,5/2/2017,South Carolina,Seabrook,0,0,0,
5315,5/22/2017,New Hampshire,Seabrook,0,0,0,
5764,9/21/2017,South Carolina,Seabrook,0,1,1,
5848,10/8/2017,South Carolina,Seabrook,0,0,0,
5895,10/21/2017,South Carolina,Seabrook,0,0,0,
6017,11/20/2017,South Carolina,Seabrook,0,1,1,
6186,1/6/2018,South Carolina,Seabrook,1,0,1,
6209,1/13/2018,South Carolina,Seabrook,0,1,1,
6334,2/17/2018,New Hampshire,Seabrook,0,0,0,
6344,2/19/2018,South Carolina,Seabrook,0,1,1,
6345,2/19/2018,South Carolina,Seabrook,0,1,1,
6413,3/13/2018,New Hampshire,Seabrook,0,0,0,
2838,6/6/2015,Vermont,Searsburg,0,1,1,
2505,4/3/2015,District of Columbia,Seat Pleasant,1,0,1,
350,3/7/2014,Washington,Seatac,0,0,0,
1127,7/29/2014,Washington,Seatac,0,1,1,
2354,3/1/2015,Washington,Seatac,0,0,0,
2605,4/22/2015,Washington,Seatac,0,0,0,
3784,3/5/2016,Maine,Sebago,1,0,1,
5862,10/12/2017,Ohio,Sedamsville,1,0,1,
4996,2/17/2017,Washington,Sedro Woolley,0,1,1,
3097,8/21/2015,Massachusetts,Seekonk,0,0,0,
4069,6/5/2016,Massachusetts,Seekonk,0,0,0,
4520,10/12/2016,Massachusetts,Seekonk,0,0,0,
5292,5/16/2017,Massachusetts,Seekonk,0,0,0,
5389,6/9/2017,Massachusetts,Seekonk,0,0,0,
6046,11/29/2017,Massachusetts,Seekonk,0,0,0,
6233,1/19/2018,Massachusetts,Seekonk,0,0,0,
5497,7/11/2017,New York,Selkirk,0,0,0,
577,4/24/2014,Connecticut,Seymour,0,0,0,
2084,12/24/2014,Connecticut,Seymour,0,1,1,
3874,3/30/2016,Connecticut,Seymour,1,0,1,
5039,3/3/2017,Connecticut,Seymour,0,0,0,
5337,5/27/2017,Connecticut,Seymour,0,1,1,
1929,11/24/2014,Vermont,Shaftsbury,0,0,0,
4176,7/3/2016,Vermont,Shaftsbury,0,0,0,
4384,9/1/2016,Vermont,Shaftsbury,0,0,0,
4629,11/11/2016,Vermont,Shaftsbury,2,0,2,
3074,8/14/2015,Maine,Shapleigh,0,0,0,
3575,1/3/2016,Maine,Shapleigh,0,0,0,
4038,5/22/2016,Maine,Shapleigh,0,0,0,
4444,9/20/2016,Maine,Shapleigh,0,0,0,
6196,1/10/2018,Maine,Shapleigh,0,0,0,
2802,5/29/2015,Vermont,Sharon,0,0,0,
2709,5/12/2015,Massachusetts,Sheffield,0,1,1,
1846,11/11/2014,Michigan,Shelby Charter Township,0,0,0,
6010,11/19/2017,Vermont,Sheldon,0,0,0,
1888,11/17/2014,Pennsylvania,Sheraden,2,1,3,
304,2/25/2014,South Dakota,Sheridan Lake,0,0,0,
4786,12/26/2016,California,Sherman Oaks,0,1,1,
5076,3/15/2017,California,Sherman Oaks,1,1,2,
5434,6/19/2017,California,Sherman Oaks,0,1,1,
5965,11/6/2017,California,Sherman Oaks,1,0,1,
6370,2/28/2018,California,Sherman Oaks,0,2,2,
2126,1/3/2015,Pennsylvania,Shermans Dale,3,0,3,
2729,5/17/2015,Pennsylvania,Shermans Dale,2,1,3,
5665,8/25/2017,North Carolina,Sherrills Ford,0,1,1,
2673,5/5/2015,Wisconsin,Sherry,0,0,0,
2103,12/28/2014,Vermont,Shoreham,0,0,0,
624,5/4/2014,Louisiana,Shreveport ,0,0,0,
625,5/4/2014,Louisiana,Shreveport ,0,0,0,
684,5/14/2014,Louisiana,Shreveport ,0,2,2,
767,5/30/2014,Louisiana,Shreveport ,0,0,0,
1084,7/23/2014,Louisiana,Shreveport ,0,0,0,
1214,8/9/2014,Louisiana,Shreveport ,0,0,0,
1452,9/13/2014,Louisiana,Shreveport ,0,1,1,
1861,11/13/2014,Louisiana,Shreveport ,0,0,0,
1962,11/30/2014,Louisiana,Shreveport ,0,0,0,
1967,12/1/2014,Louisiana,Shreveport ,0,0,0,
3190,9/17/2015,Massachusetts,Shrewsbury,0,0,0,
1504,9/20/2014,Maine,Sidney,0,0,0,
2604,4/22/2015,Maine,Sidney,0,0,0,
2565,4/15/2015,California,Sierra Vista,0,0,0,
1251,8/15/2014,Georgia,Silver Creek,0,1,1,
1292,8/21/2014,Georgia,Silver Creek,0,0,0,
1402,9/8/2014,Georgia,Silver Creek,0,0,0,
1524,9/22/2014,Georgia,Silver Creek,0,0,0,
2272,2/9/2015,Georgia,Silver Creek,0,0,0,
2417,3/14/2015,Georgia,Silver Creek,0,0,0,
2581,4/17/2015,Georgia,Silver Creek,0,1,1,
2639,4/28/2015,Georgia,Silver Creek,0,0,0,
2863,6/13/2015,Georgia,Silver Creek,0,0,0,
2931,7/6/2015,Georgia,Silver Creek,0,0,0,
3157,9/5/2015,Georgia,Silver Creek,0,0,0,
3169,9/9/2015,Georgia,Silver Creek,0,0,0,
3585,1/4/2016,Georgia,Silver Creek,0,0,0,
3680,2/1/2016,Georgia,Silver Creek,0,0,0,
4904,1/27/2017,Georgia,Silver Creek,0,0,0,
5348,5/30/2017,Georgia,Silver Creek,0,0,0,
6302,2/6/2018,Georgia,Silver Creek,0,0,0,
800,6/5/2014,California,Silver Lake,1,0,1,
493,4/6/2014,Florida,Silver Springs,0,0,0,
3200,9/20/2015,Florida,Silver Springs,0,0,0,
3319,10/25/2015,Florida,Silver Springs,0,0,0,
3472,12/3/2015,Florida,Silver Springs,0,1,1,
3655,1/26/2016,Florida,Silver Springs,1,0,1,
3962,4/28/2016,Florida,Silver Springs,0,1,1,
4086,6/10/2016,Florida,Silver Springs,0,1,1,
4655,11/17/2016,Florida,Silver Springs,1,1,2,
5323,5/24/2017,Florida,Silver Springs,0,0,0,
5686,8/30/2017,Florida,Silver Springs,0,0,0,
5908,10/23/2017,Florida,Silver Springs,0,0,0,
6023,11/24/2017,Florida,Silver Springs,0,0,0,
6362,2/25/2018,Florida,Silver Springs,0,0,0,
713,5/19/2014,Connecticut,Simsbury,0,1,1,
4353,8/22/2016,Connecticut,Simsbury,0,0,0,
657,5/9/2014,South Dakota,Sioux Falls ,0,0,0,
881,6/24/2014,South Dakota,Sioux Falls ,0,0,0,
3566,1/1/2016,Pennsylvania,Six Mile Run,0,0,0,
5799,10/1/2017,Pennsylvania,Six Mile Run,0,0,0,
971,7/7/2014,Alabama,Skipperville,1,1,2,
1939,11/26/2014,California,Sloughhouse,0,2,2,
3730,2/18/2016,California,Sloughhouse,0,0,0,
3891,4/5/2016,Kentucky,Smith Mills,0,0,0,
569,4/23/2014,Rhode Island,Smithfield,0,0,0,
5278,5/13/2017,Maine,Smithfield,0,0,0,
5881,10/18/2017,Rhode Island,Smithfield,0,0,0,
6429,3/15/2018,Rhode Island,Smithfield,0,0,0,
6084,12/7/2017,Michigan,Smiths Creek,0,0,0,
2278,2/10/2015,Maine,Smyrna,1,0,1,
4238,7/21/2016,North Carolina,Snow Camp,0,0,0,
200,2/1/2014,Tennessee,Soddy Daisy,0,1,1,
706,5/17/2014,Tennessee,Soddy Daisy,0,1,1,
918,6/30/2014,Tennessee,Soddy Daisy,1,2,3,
2405,3/12/2015,Tennessee,Soddy Daisy,0,0,0,
3291,10/17/2015,Tennessee,Soddy Daisy,1,0,1,
4396,9/5/2016,Tennessee,Soddy Daisy,0,1,1,
4867,1/17/2017,Tennessee,Soddy Daisy,1,0,1,
5685,8/30/2017,Tennessee,Soddy Daisy,0,0,0,
6234,1/19/2018,Tennessee,Soddy Daisy,0,1,1,
4459,9/24/2016,Tennessee,Soddy-daisy,0,1,1,
1607,10/5/2014,Kentucky,Soft Shell,1,0,1,
3126,8/28/2015,Missouri,Solo,0,1,1,
2386,3/8/2015,Maine,Solon,0,0,0,
3022,8/1/2015,Maine,Solon,0,0,0,
3403,11/16/2015,Maine,Solon,0,0,0,
3749,2/23/2016,Maine,Solon,0,0,0,
852,6/18/2014,Wisconsin,Somo,0,1,1,
5099,3/24/2017,Massachusetts,South Boston,0,2,2,
578,4/25/2014,New Jersey,South Brunswick,0,0,0,
2287,2/12/2015,Massachusetts,South Chatham,0,0,0,
694,5/16/2014,Ohio,South Cumminsville,1,0,1,
5817,10/3/2017,Ohio,South Cumminsville,0,1,1,
1556,9/28/2014,Ohio,South Fairmont,0,1,1,
1085,7/23/2014,Connecticut,South Glastonbury,0,0,0,
4884,1/20/2017,Connecticut,South Glastonbury,0,0,0,
2553,4/12/2015,New Jersey,South Hackensack,1,0,1,
4221,7/16/2016,New Jersey,South Hackensack,0,1,1,
3831,3/18/2016,Massachusetts,South Hadley,0,1,1,
4441,9/18/2016,Massachusetts,South Hadley,0,1,1,
4691,11/26/2016,Massachusetts,South Hadley,0,1,1,
6296,2/4/2018,Massachusetts,South Hadley,0,1,1,
789,6/3/2014,New Hampshire,South Hampton,0,0,0,
3071,8/14/2015,New Jersey,South Harrison Township,0,0,0,
3675,1/31/2016,Vermont,South Hero,0,1,1,
6069,12/4/2017,New York,South Jamesport,1,0,1,
1199,8/6/2014,Rhode Island,South Kingstown,0,0,0,
1223,8/10/2014,Rhode Island,South Kingstown,0,0,0,
2650,4/30/2015,Rhode Island,South Kingstown,0,0,0,
4230,7/19/2016,Pennsylvania,South Mountain,0,2,2,
570,4/23/2014,California,South Natomas,1,0,1,
1306,8/24/2014,New Jersey,South Orange,0,0,0,
1564,9/29/2014,New Jersey,South Orange,0,0,0,
1565,9/29/2014,New Jersey,South Orange,0,0,0,
1619,10/8/2014,New Jersey,South Orange,0,0,0,
5355,5/31/2017,New Jersey,South Orange,0,1,1,
6071,12/5/2017,New Jersey,South Orange,0,0,0,
2868,6/15/2015,New York,South Ozone Park,0,0,0,
3314,10/24/2015,New York,South Ozone Park,0,1,1,
3637,1/21/2016,New York,South Ozone Park,0,2,2,
3836,3/19/2016,New York,South Ozone Park,1,0,1,
3928,4/17/2016,New York,South Ozone Park,1,0,1,
4271,7/30/2016,New York,South Ozone Park,0,2,2,
4671,11/22/2016,New York,South Ozone Park,0,1,1,
4990,2/15/2017,New York,South Ozone Park,1,0,1,
4980,2/13/2017,Pennsylvania,South Park,0,0,0,
3051,8/8/2015,New York,South Richmond Hill,0,1,1,
3384,11/12/2015,New York,South Richmond Hill,1,0,1,
3896,4/6/2016,New York,South Richmond Hill,0,0,0,
2100,12/28/2014,Vermont,South Ryegate,0,0,0,
2120,1/1/2015,New York,South Shore,0,0,0,
6484,3/28/2018,Michigan,South Shore,0,1,1,
937,7/3/2014,Maine,South Thomaston,0,0,0,
3745,2/21/2016,Maine,South Thomaston,0,0,0,
3179,9/13/2015,Connecticut,South Windsor,0,0,0,
3222,9/27/2015,Connecticut,South Windsor,0,0,0,
3248,10/5/2015,Connecticut,South Windsor,0,0,0,
3500,12/12/2015,Connecticut,South Windsor,0,0,0,
3647,1/23/2016,Connecticut,South Windsor,0,0,0,
4830,1/7/2017,Connecticut,South Windsor,0,1,1,
5267,5/11/2017,Connecticut,South Windsor,0,0,0,
6331,2/16/2018,Connecticut,South Windsor,0,1,1,
2322,2/21/2015,Massachusetts,Southborough,0,0,0,
3871,3/29/2016,Massachusetts,Southborough,0,0,0,
4606,11/5/2016,Massachusetts,Southborough,0,0,0,
749,5/26/2014,Massachusetts,Southbridge,0,0,0,
1467,9/15/2014,Massachusetts,Southbridge,0,0,0,
1546,9/26/2014,Massachusetts,Southbridge,0,0,0,
3262,10/8/2015,Massachusetts,Southbridge,0,1,1,
3736,2/20/2016,Massachusetts,Southbridge,0,0,0,
