,date,state,city_or_county,n_killed,n_injured,n_total,county
4000,5/9/2016,Massachusetts,Southbridge,0,0,0,
4336,8/18/2016,Massachusetts,Southbridge,0,0,0,
4505,10/7/2016,Massachusetts,Southbridge,0,0,0,
4700,11/30/2016,Massachusetts,Southbridge,0,0,0,
6048,11/29/2017,Massachusetts,Southbridge,0,1,1,
6198,1/10/2018,Massachusetts,Southbridge,0,0,0,
6310,2/9/2018,Massachusetts,Southbridge,0,0,0,
6441,3/19/2018,Massachusetts,Southbridge,0,0,0,
1346,8/30/2014,Connecticut,Southbury,0,0,0,
3737,2/20/2016,Connecticut,Southbury,0,0,0,
1137,7/30/2014,New York,Southeast,0,0,0,
405,3/20/2014,Connecticut,Southington,0,0,0,
419,3/23/2014,Connecticut,Southington,0,1,1,
2087,12/24/2014,Connecticut,Southington,0,0,0,
2970,7/16/2015,Ohio,Southington,1,0,1,
3577,1/3/2016,Connecticut,Southington,0,1,1,
3582,1/4/2016,Connecticut,Southington,0,1,1,
3597,1/9/2016,Connecticut,Southington,0,0,0,
3609,1/12/2016,Connecticut,Southington,0,0,0,
3884,4/3/2016,Connecticut,Southington,0,0,0,
3957,4/25/2016,Connecticut,Southington,0,0,0,
4067,6/4/2016,Connecticut,Southington,0,0,0,
4099,6/13/2016,Connecticut,Southington,0,0,0,
4296,8/8/2016,Connecticut,Southington,0,0,0,
4392,9/5/2016,Connecticut,Southington,0,0,0,
6415,3/14/2018,Connecticut,Southington,0,0,0,
2834,6/5/2015,Massachusetts,Southwick,0,0,0,
5717,9/10/2017,Massachusetts,Southwick,0,0,0,
2805,5/30/2015,Tennessee,Speedwell,1,0,1,
5494,7/11/2017,Tennessee,Speedwell,0,1,1,
5540,7/24/2017,Tennessee,Speedwell,0,1,1,
5598,8/7/2017,Tennessee,Speedwell,1,0,1,
543,4/17/2014,Iowa,Sperry,0,0,0,
1100,7/26/2014,North Carolina,Spies,0,1,1,
3599,1/10/2016,Virginia,Spout Spring,0,0,0,
478,4/4/2014,Connecticut,Sprague,0,0,0,
130,1/22/2014,Michigan,Spring Arbor Township,1,0,1,
3919,4/14/2016,Pennsylvania,Spring Run,1,0,1,
699,5/16/2014,Pennsylvania,Springettsbury Township,0,0,0,
1922,11/23/2014,Pennsylvania,Springettsbury Township,0,1,1,
412,3/21/2014,Pennsylvania,Springfield,0,0,0,
452,3/28/2014,Pennsylvania,Springfield,0,0,0,
457,3/29/2014,Pennsylvania,Springfield,0,0,0,
1676,10/16/2014,Maine,Springfield,0,0,0,
1720,10/22/2014,New York,Springfield,0,0,0,
4600,11/3/2016,Maine,Springfield,0,1,1,
2998,7/25/2015,New York,Springfield Gardens,0,0,0,
5281,5/14/2017,New York,Springfield Gardens,1,1,2,
256,2/12/2014,Michigan,Springfield Township,0,0,0,
825,6/12/2014,Ohio,Springfield Township,0,0,0,
980,7/8/2014,Ohio,Springfield Township,1,0,1,
2382,3/8/2015,Michigan,Springfield Township,1,0,1,
165,1/28/2014,Colorado,Springs,0,1,1,
3406,11/16/2015,Tennessee,Springville,0,0,0,
3588,1/5/2016,Tennessee,Springville,0,0,0,
4643,11/13/2016,New York,Springwater,0,0,0,
2625,4/26/2015,Maine,Spruce Head,0,1,1,
2478,3/30/2015,South Carolina,St George,0,0,0,
2529,4/7/2015,South Carolina,St George,0,0,0,
2657,5/2/2015,South Carolina,St George,0,1,1,
2768,5/24/2015,South Carolina,St George,0,0,0,
1912,11/21/2014,Vermont,St Johnsbury,0,3,3,
2327,2/21/2015,Vermont,St Johnsbury,0,0,0,
2837,6/6/2015,Missouri,St Joseph,0,1,1,
5994,11/15/2017,Missouri,St Louis,0,0,0,
2324,2/21/2015,South Carolina,St Matthews,0,0,0,
2620,4/25/2015,South Carolina,St Matthews,0,0,0,
2754,5/20/2015,South Carolina,St Matthews,0,0,0,
6491,3/31/2018,Virginia,St Paul,0,1,1,
2733,5/17/2015,Florida,St Petersburg,1,2,3,
2045,12/17/2014,Michigan,St. Clair Shores,1,0,1,
2362,3/3/2015,Michigan,St. Clair Shores,0,0,0,
2633,4/28/2015,Florida,St. Petersburg,0,0,0,
2654,5/1/2015,Florida,St. Petersburg,1,0,1,
2600,4/22/2015,Louisiana,St. Roch,0,0,0,
140,1/24/2014,New Jersey,Stafford Township,0,0,0,
2104,12/28/2014,Utah,Stansbury Park,1,0,1,
6390,3/6/2018,Kentucky,Stanville,0,0,0,
2265,2/8/2015,Texas,Starrville,0,1,1,
2956,7/13/2015,North Carolina,Stella,0,1,1,
707,5/18/2014,California,Stevenson Ranch,0,1,1,
2302,2/15/2015,California,Stevenson Ranch,2,0,2,
4951,2/7/2017,California,Stevenson Ranch,0,0,0,
480,4/4/2014,West Virginia,Stinson,0,1,1,
5167,4/15/2017,Maine,Stockton Springs,0,0,0,
296,2/23/2014,Arizona,Stone Lake,0,0,0,
3883,4/2/2016,New York,Stony Creek,0,0,0,
5954,11/4/2017,New York,Stony Creek,0,0,0,
966,7/7/2014,Kentucky,Stopover,0,4,4,
3895,4/6/2016,Connecticut,Storrs Mansfield,0,1,1,
169,1/28/2014,Massachusetts,Stoughton,0,0,0,
1671,10/16/2014,Massachusetts,Stoughton,0,0,0,
1774,10/31/2014,Massachusetts,Stoughton,0,0,0,
2256,2/5/2015,Massachusetts,Stoughton,0,1,1,
2721,5/15/2015,Massachusetts,Stoughton,0,0,0,
2920,7/3/2015,Massachusetts,Stoughton,0,1,1,
3027,8/2/2015,Massachusetts,Stoughton,0,1,1,
3446,11/28/2015,Massachusetts,Stoughton,0,0,0,
3464,12/2/2015,Massachusetts,Stoughton,0,0,0,
3498,12/11/2015,Massachusetts,Stoughton,0,0,0,
3690,2/3/2016,Massachusetts,Stoughton,0,0,0,
3801,3/9/2016,Massachusetts,Stoughton,0,0,0,
3837,3/20/2016,Massachusetts,Stoughton,0,1,1,
3976,5/3/2016,Massachusetts,Stoughton,0,0,0,
4229,7/18/2016,Massachusetts,Stoughton,0,0,0,
4453,9/22/2016,Massachusetts,Stoughton,0,1,1,
4517,10/12/2016,Massachusetts,Stoughton,0,0,0,
4738,12/11/2016,Massachusetts,Stoughton,0,0,0,
4824,1/5/2017,Massachusetts,Stoughton,0,0,0,
5568,8/2/2017,Massachusetts,Stoughton,0,0,0,
5612,8/12/2017,Massachusetts,Stoughton,0,0,0,
5759,9/21/2017,Massachusetts,Stoughton,0,0,0,
5816,10/3/2017,Massachusetts,Stoughton,0,0,0,
6093,12/12/2017,Massachusetts,Stoughton,0,1,1,
6351,2/21/2018,Massachusetts,Stoughton,0,0,0,
1379,9/5/2014,Pennsylvania,Stowe Township,0,0,0,
1514,9/21/2014,Pennsylvania,Stowe Township,0,0,0,
593,4/29/2014,New Hampshire,Stratham,0,0,0,
1660,10/14/2014,New Hampshire,Stratham,0,0,0,
2732,5/17/2015,New Hampshire,Stratham,0,0,0,
3037,8/4/2015,New Hampshire,Stratham,0,0,0,
3429,11/22/2015,New Hampshire,Stratham,0,0,0,
4032,5/21/2016,New Hampshire,Stratham,0,0,0,
2621,4/25/2015,Mississippi,Strayhorn,0,1,1,
607,5/2/2014,Maryland,Street,1,1,2,
1183,8/4/2014,Maryland,Street,1,0,1,
1316,8/25/2014,Maryland,Street,2,0,2,
1032,7/16/2014,Maine,Strong,0,0,0,
1905,11/20/2014,Maine,Strong,0,0,0,
1941,11/26/2014,Maine,Strong,0,0,0,
2634,4/28/2015,Maine,Strong,0,0,0,
2857,6/12/2015,California,Studio City,0,1,1,
2997,7/24/2015,California,Studio City,1,0,1,
3361,11/4/2015,California,Studio City,0,1,1,
3793,3/6/2016,California,Studio City,1,0,1,
5638,8/19/2017,California,Studio City,0,2,2,
1475,9/15/2014,Vermont,Sudbury,0,0,0,
5032,3/1/2017,Massachusetts,Sudbury,0,0,0,
5042,3/5/2017,Massachusetts,Sudbury,0,0,0,
1548,9/26/2014,Connecticut,Suffield,0,0,0,
2999,7/25/2015,Connecticut,Suffield,0,0,0,
5162,4/13/2017,Connecticut,Suffield,1,0,1,
2630,4/27/2015,Pennsylvania,Sugarloaf,0,0,0,
5362,6/2/2017,Pennsylvania,Sugarloaf,0,0,0,
5907,10/23/2017,California,Sugarloaf,0,0,0,
6227,1/18/2018,California,Sugarloaf,0,0,0,
6454,3/22/2018,California,Sugarloaf,0,0,0,
357,3/10/2014,California,Suisun City,0,1,1,
4541,10/16/2016,California,Suisun City,0,1,1,
4939,2/3/2017,California,Suisun City,0,0,0,
5064,3/12/2017,California,Suisun City,0,0,0,
5066,3/12/2017,California,Suisun City,0,0,0,
5190,4/22/2017,California,Suisun City,0,0,0,
5313,5/22/2017,California,Suisun City,0,1,1,
5485,7/8/2017,California,Suisun City,0,0,0,
5559,7/30/2017,California,Suisun City,0,0,0,
5809,10/2/2017,California,Suisun City,0,0,0,
5953,11/3/2017,California,Suisun City,1,0,1,
6358,2/23/2018,California,Suisun City,0,0,0,
470,4/2/2014,Florida,Sulphur Springs,0,1,1,
3065,8/13/2015,California,Sun Valley,0,0,0,
5531,7/21/2017,California,Sun Valley,0,1,1,
5886,10/19/2017,California,Sun Valley,0,0,0,
6103,12/15/2017,California,Sun Valley,1,0,1,
6189,1/8/2018,California,Sun Valley,1,0,1,
1558,9/28/2014,New Hampshire,Sunapee,0,0,0,
5250,5/8/2017,California,Sunland,1,0,1,
5357,6/2/2017,California,Sunland,0,1,1,
521,4/12/2014,South Carolina,Sunset,1,0,1,
375,3/14/2014,North Carolina,Sunset Harbor,0,0,0,
1468,9/15/2014,Arizona,Sunsites,1,0,1,
2624,4/25/2015,Michigan,Superior Charter Township,0,1,1,
514,4/11/2014,North Carolina,Supply,0,1,1,
4366,8/27/2016,North Carolina,Supply,0,0,0,
4368,8/27/2016,North Carolina,Supply,0,0,0,
4409,9/10/2016,North Carolina,Supply,0,1,1,
4889,1/22/2017,North Carolina,Supply,0,0,0,
4956,2/8/2017,North Carolina,Supply,0,0,0,
5010,2/24/2017,North Carolina,Supply,0,1,1,
5950,11/3/2017,North Carolina,Supply,1,0,1,
5952,11/3/2017,North Carolina,Supply,0,0,0,
1112,7/27/2014,Arizona,Surprise ,0,0,0,
794,6/4/2014,Pennsylvania,Susquehanna Township,0,1,1,
5957,11/5/2017,Texas,Sutherland Springs,27,20,47,
2253,2/4/2015,Maine,Swans Island,0,0,0,
1158,8/1/2014,Massachusetts,Swansea,0,0,0,
1304,8/24/2014,Massachusetts,Swansea,1,0,1,
3480,12/6/2015,Massachusetts,Swansea,1,0,1,
3880,4/1/2016,Massachusetts,Swansea,0,0,0,
2648,4/30/2015,Maine,Swanville,0,0,0,
2486,3/31/2015,New Hampshire,Swanzey,0,0,0,
4021,5/19/2016,New Hampshire,Swanzey,0,0,0,
4638,11/12/2016,New Hampshire,Swanzey,0,1,1,
5942,10/31/2017,New Hampshire,Swanzey,1,0,1,
6360,2/23/2018,New Hampshire,Swanzey,0,1,1,
1951,11/28/2014,Pennsylvania,Swatara Township,0,0,0,
1704,10/20/2014,Virginia,Swords Creek,0,1,1,
3474,12/4/2015,Virginia,Swords Creek,0,1,1,
376,3/14/2014,California,Sylmar,1,0,1,
655,5/9/2014,California,Sylmar,0,0,0,
1227,8/11/2014,California,Sylmar,1,0,1,
1416,9/9/2014,California,Sylmar,0,1,1,
2611,4/23/2015,California,Sylmar,1,0,1,
2765,5/24/2015,California,Sylmar,0,0,0,
2928,7/6/2015,California,Sylmar,0,1,1,
3894,4/6/2016,California,Sylmar,1,0,1,
4157,6/30/2016,California,Sylmar,0,2,2,
4280,8/4/2016,California,Sylmar,0,1,1,
4319,8/15/2016,California,Sylmar,1,0,1,
4322,8/15/2016,California,Sylmar,0,1,1,
4403,9/7/2016,California,Sylmar,1,0,1,
4576,10/27/2016,California,Sylmar,1,0,1,
4861,1/16/2017,California,Sylmar,2,0,2,
5498,7/12/2017,California,Sylmar,0,1,1,
5887,10/19/2017,California,Sylmar,0,0,0,
5946,11/1/2017,California,Sylmar,0,0,0,
6030,11/25/2017,California,Sylmar,0,0,0,
6202,1/11/2018,California,Sylmar,1,0,1,
6361,2/25/2018,California,Sylmar,0,1,1,
5073,3/15/2017,Florida,Sylvan Shores,0,0,0,
1933,11/25/2014,Ohio,Sylvania Township,1,2,3,
840,6/14/2014,California,Tahoe National Forest,0,1,1,
1754,10/28/2014,Florida,Tamarac ,0,0,0,
1132,7/29/2014,South Carolina,Tamassee,0,1,1,
1968,12/1/2014,Florida,Tampa ,1,0,1,
428,3/24/2014,Louisiana,Tangipahoa Parish,0,0,0,
2133,1/4/2015,Louisiana,Tangipahoa Parish,0,0,0,
2406,3/13/2015,Louisiana,Tangipahoa Parish,1,0,1,
416,3/21/2014,California,Tarzana,1,0,1,
2367,3/4/2015,California,Tarzana,0,0,0,
2964,7/15/2015,California,Tarzana,0,0,0,
3529,12/20/2015,California,Tarzana,1,0,1,
3984,5/5/2016,California,Tarzana,1,0,1,
4065,6/2/2016,California,Tarzana,2,0,2,
4377,8/30/2016,California,Tarzana,0,0,0,
4618,11/7/2016,California,Tarzana,0,2,2,
4715,12/4/2016,California,Tarzana,1,0,1,
5652,8/22/2017,California,Tarzana,2,0,2,
2660,5/3/2015,Indiana,Taswell,1,1,2,
5405,6/12/2017,Kentucky,Teaberry,0,1,1,
431,3/24/2014,New Jersey,Teaneck,0,0,0,
545,4/18/2014,New Jersey,Teaneck,0,0,0,
678,5/12/2014,New Jersey,Teaneck,0,1,1,
1820,11/7/2014,New Jersey,Teaneck,0,0,0,
2480,3/30/2015,New Jersey,Teaneck,0,0,0,
2498,4/1/2015,New Jersey,Teaneck,0,0,0,
2746,5/20/2015,New Jersey,Teaneck,0,0,0,
4052,5/29/2016,New Jersey,Teaneck,0,1,1,
4215,7/15/2016,New Jersey,Teaneck,0,0,0,
4232,7/20/2016,New Jersey,Teaneck,0,0,0,
4665,11/20/2016,New Jersey,Teaneck,0,0,0,
4883,1/20/2017,New Jersey,Teaneck,0,0,0,
4723,12/6/2016,Missouri,Tebbetts,0,0,0,
6192,1/9/2018,Maine,Temple,2,0,2,
2569,4/16/2015,Massachusetts,Templeton,0,0,0,
125,1/21/2014,Louisiana,Terrebonne Parish,0,0,0,
377,3/15/2014,Louisiana,Terrebonne Parish,0,1,1,
2063,12/21/2014,Louisiana,Terrebonne Parish,0,0,0,
2311,2/17/2015,Massachusetts,Tewksbury,1,0,1,
2344,2/27/2015,Massachusetts,Tewksbury,0,0,0,
3256,10/6/2015,Massachusetts,Tewksbury,1,0,1,
3301,10/20/2015,Massachusetts,Tewksbury,0,0,0,
3491,12/9/2015,Massachusetts,Tewksbury,0,0,0,
4442,9/18/2016,Massachusetts,Tewksbury,0,0,0,
4949,2/5/2017,Massachusetts,Tewksbury,0,0,0,
5376,6/5/2017,Massachusetts,Tewksbury,0,0,0,
6320,2/12/2018,Massachusetts,Tewksbury,0,0,0,
6469,3/24/2018,Massachusetts,Tewksbury,0,0,0,
1826,11/9/2014,Illinois,Texico,1,0,1,
2490,3/31/2015,Virginia,Thaxton,0,0,0,
3450,11/29/2015,Virginia,Thaxton,0,0,0,
4524,10/13/2016,Virginia,Thaxton,0,0,0,
413,3/21/2014,North Carolina,Thomasville ,0,0,0,
1889,11/17/2014,New York,Thompson,0,0,0,
3332,10/28/2015,Connecticut,Thompson,0,0,0,
4197,7/9/2016,Connecticut,Thompson,0,0,0,
4516,10/11/2016,Tennessee,Thompsons Station,0,0,0,
5935,10/29/2017,Tennessee,Thompsons Station,1,0,1,
4753,12/17/2016,West Virginia,Thorpe,0,0,0,
5000,2/19/2017,North Carolina,Thurmond,0,1,1,
2072,12/21/2014,New Hampshire,Tilton,0,1,1,
3764,2/29/2016,New Hampshire,Tilton,0,0,0,
4467,9/26/2016,New Hampshire,Tilton,0,0,0,
5729,9/13/2017,New Hampshire,Tilton,0,0,0,
562,4/22/2014,Alabama,Toney,0,0,0,
4185,7/6/2016,Alabama,Toney,1,0,1,
4982,2/14/2017,Alabama,Toney,0,1,1,
2945,7/10/2015,Kentucky,Topmost,1,0,1,
3658,1/26/2016,Vermont,Topsham,0,0,0,
915,6/29/2014,West Virginia,Tornado,0,1,1,
703,5/17/2014,Pennsylvania,Torresdale,0,1,1,
2542,4/8/2015,Kentucky,Totz,0,0,0,
2763,5/23/2015,Washington,Toutle,0,1,1,
5408,6/12/2017,Texas,Tow,0,1,1,
1373,9/4/2014,Missouri,Town And Country,0,0,0,
1287,8/20/2014,Vermont,Townshend,2,0,2,
1895,11/18/2014,Vermont,Townshend,2,0,2,
5921,10/27/2017,Vermont,Townshend,2,0,2,
2590,4/19/2015,Pennsylvania,Transfer,0,1,1,
5657,8/23/2017,Wisconsin,Trevor,0,0,0,
5404,6/12/2017,Kentucky,Trosper,1,2,3,
1745,10/27/2014,Virginia,Troutdale,0,0,0,
1700,10/20/2014,Wisconsin,Troy,0,0,0,
3224,9/28/2015,Virginia,Troy,0,1,1,
4675,11/23/2016,West Virginia,Troy,1,0,1,
3199,9/20/2015,New Mexico,Truth Or Consequences,1,0,1,
3302,10/20/2015,New Mexico,Truth Or Consequences,1,0,1,
4508,10/9/2016,New Mexico,Truth Or Consequences,1,0,1,
325,3/1/2014,California,Tujunga,1,0,1,
6422,3/14/2018,California,Tujunga,0,0,0,
6488,3/29/2018,California,Tujunga,0,1,1,
1440,9/12/2014,Colorado,Turret,1,0,1,
3289,10/17/2015,Tennessee,Turtletown,1,2,3,
698,5/16/2014,Arizona,Tuscon,0,2,2,
2656,5/2/2015,Arizona,Tuscon,2,0,2,
1651,10/13/2014,Texas,Tyler ,0,0,0,
2865,6/14/2015,Kentucky,Tyner,0,1,1,
1178,8/3/2014,Massachusetts,Tyngsborough,0,0,0,
1454,9/13/2014,Massachusetts,Tyngsborough,0,0,0,
2340,2/26/2015,Missouri,Tyrone,8,1,9,
2608,4/23/2015,Vermont,Underhill,0,1,1,
3277,10/12/2015,Vermont,Underhill,0,0,0,
4012,5/14/2016,Indiana,Union Mills,0,0,0,
5864,10/13/2017,Indiana,Union Mills,0,0,0,
606,5/2/2014,Louisiana,Union Parish,0,0,0,
2357,3/2/2015,Louisiana,Union Parish,0,0,0,
1449,9/13/2014,Alabama,Union Springs ,0,0,0,
5861,10/12/2017,Pennsylvania,Unity,0,0,0,
90,1/15/2014,Ohio,Unity Township,0,1,1,
2509,4/3/2015,California,Universal City,1,0,1,
5798,9/30/2017,Pennsylvania,University Park,0,0,0,
6438,3/18/2018,Alaska,Upper Kalskag,0,0,0,
1079,7/22/2014,Pennsylvania,Upper Merion,0,0,0,
857,6/19/2014,Pennsylvania,Upper Moreland,0,1,1,
1777,11/1/2014,Pennsylvania,Upper St. Clair,1,0,1,
2098,12/27/2014,New York,Urbana,0,0,0,
5242,5/5/2017,Massachusetts,Uxbridge,0,0,0,
5525,7/19/2017,Massachusetts,Uxbridge,0,1,1,
5545,7/25/2017,Massachusetts,Uxbridge,0,1,1,
3486,12/8/2015,North Carolina,Vale,0,1,1,
150,1/25/2014,California,Valley Glen,1,0,1,
6463,3/23/2018,Arkansas,Valley Township,0,1,1,
690,5/15/2014,Arkansas,Van Buren ,0,1,1,
43,1/8/2014,California,Van Nuys,1,0,1,
491,4/6/2014,California,Van Nuys,0,1,1,
492,4/6/2014,California,Van Nuys,1,0,1,
497,4/6/2014,California,Van Nuys,1,0,1,
603,5/1/2014,California,Van Nuys,1,2,3,
679,5/13/2014,California,Van Nuys,0,0,0,
871,6/22/2014,California,Van Nuys,1,0,1,
1078,7/22/2014,California,Van Nuys,1,0,1,
1097,7/25/2014,California,Van Nuys,1,0,1,
1474,9/15/2014,California,Van Nuys,0,1,1,
1913,11/21/2014,California,Van Nuys,1,0,1,
2428,3/17/2015,California,Van Nuys,1,0,1,
2440,3/19/2015,California,Van Nuys,0,1,1,
2613,4/24/2015,California,Van Nuys,0,0,0,
2695,5/11/2015,California,Van Nuys,0,0,0,
2812,6/1/2015,California,Van Nuys,0,1,1,
2845,6/8/2015,California,Van Nuys,1,0,1,
2966,7/15/2015,California,Van Nuys,1,0,1,
3123,8/27/2015,California,Van Nuys,1,0,1,
3233,10/3/2015,California,Van Nuys,1,0,1,
3716,2/14/2016,California,Van Nuys,1,0,1,
4751,12/14/2016,California,Van Nuys,1,0,1,
4839,1/8/2017,California,Van Nuys,0,1,1,
4977,2/13/2017,California,Van Nuys,0,1,1,
5091,3/20/2017,California,Van Nuys,0,0,0,
5241,5/5/2017,California,Van Nuys,0,0,0,
5333,5/26/2017,California,Van Nuys,0,1,1,
5363,6/2/2017,California,Van Nuys,1,0,1,
5365,6/2/2017,California,Van Nuys,0,0,0,
5442,6/21/2017,California,Van Nuys,1,0,1,
5488,7/9/2017,California,Van Nuys,0,0,0,
5628,8/16/2017,California,Van Nuys,0,0,0,
5670,8/27/2017,California,Van Nuys,1,0,1,
5719,9/10/2017,California,Van Nuys,1,1,2,
5932,10/28/2017,California,Van Nuys,1,0,1,
5934,10/29/2017,California,Van Nuys,1,0,1,
5998,11/15/2017,California,Van Nuys,1,0,1,
6109,12/16/2017,California,Van Nuys,0,1,1,
6256,1/25/2018,California,Van Nuys,0,0,0,
6287,2/1/2018,California,Van Nuys,1,0,1,
900,6/27/2014,Virginia,Varina,0,1,1,
2042,12/17/2014,West Virginia,Varney,0,0,0,
2690,5/9/2015,Maine,Vassalboro,0,0,0,
3294,10/17/2015,Maine,Vassalboro,0,0,0,
3670,1/29/2016,Maine,Vassalboro,0,0,0,
4288,8/6/2016,Maine,Vassalboro,0,0,0,
4964,2/10/2017,Maine,Vassalboro,2,0,2,
5406,6/12/2017,Maine,Vassalboro,0,1,1,
3698,2/8/2016,Missouri,Velda City,0,0,0,
2669,5/5/2015,California,Venice,1,0,1,
2961,7/13/2015,California,Venice,0,1,1,
3502,12/13/2015,California,Venice,0,3,3,
3666,1/28/2016,California,Venice,1,0,1,
4254,7/26/2016,California,Venice,2,0,2,
4259,7/27/2016,California,Venice,2,0,2,
4276,8/3/2016,California,Venice,1,0,1,
4603,11/4/2016,California,Venice,0,1,1,
4667,11/21/2016,California,Venice,0,0,0,
5144,4/7/2017,California,Venice,0,1,1,
5784,9/26/2017,California,Venice,0,1,1,
6393,3/7/2018,California,Venice,0,1,1,
1003,7/11/2014,Louisiana,Vermilion Parish,0,0,0,
2212,1/20/2015,New York,Vernon Center,0,0,0,
723,5/21/2014,New Jersey,Verona,0,0,0,
4641,11/13/2016,Vermont,Vershire,0,1,1,
999,7/11/2014,New York,Vestal,0,0,0,
3124,8/27/2015,New York,Vestal,0,0,0,
6007,11/18/2017,West Virginia,Victor,0,0,0,
3070,8/14/2015,Ohio,Vienna,0,0,0,
6091,12/10/2017,Maine,Vienna,0,0,0,
4556,10/22/2016,West Virginia,Volga,0,0,0,
3994,5/8/2016,Kentucky,Waco,0,1,1,
4701,11/30/2016,Kansas,Waco,1,0,1,
5119,3/30/2017,Arizona,Waddell,0,0,0,
2006,12/11/2014,South Carolina,Wadmalaw Island,1,0,1,
2267,2/8/2015,South Carolina,Wadmalaw Island,3,0,3,
5909,10/24/2017,South Carolina,Wadmalaw Island,0,0,0,
5981,11/12/2017,South Carolina,Wadmalaw Island,1,0,1,
799,6/5/2014,North Dakota,Wahpeton ,0,0,0,
1136,7/30/2014,Hawaii,Waikiki,1,0,1,
2315,2/19/2015,Hawaii,Waikoloa,0,0,0,
4846,1/12/2017,Hawaii,Waikoloa,0,0,0,
2853,6/10/2015,Kansas,Wakeeney,1,0,1,
5839,10/7/2017,West Virginia,Wallback,1,0,1,
386,3/16/2014,Connecticut,Wallingford,0,0,0,
525,4/13/2014,Connecticut,Wallingford,0,0,0,
1091,7/24/2014,Connecticut,Wallingford,0,0,0,
2432,3/18/2015,Connecticut,Wallingford,0,0,0,
2957,7/13/2015,Connecticut,Wallingford,0,0,0,
3062,8/12/2015,Connecticut,Wallingford,0,1,1,
3135,8/30/2015,Connecticut,Wallingford,0,0,0,
3338,10/29/2015,Connecticut,Wallingford,0,0,0,
3985,5/5/2016,Connecticut,Wallingford,0,1,1,
4654,11/17/2016,Connecticut,Wallingford,0,0,0,
4800,12/30/2016,Connecticut,Wallingford,2,2,4,
5012,2/24/2017,Connecticut,Wallingford,0,1,1,
5247,5/7/2017,Connecticut,Wallingford,0,0,0,
5336,5/27/2017,Connecticut,Wallingford,1,0,1,
5624,8/15/2017,Connecticut,Wallingford,0,0,0,
5647,8/21/2017,Pennsylvania,Wallingford,2,0,2,
6396,3/9/2018,Maine,Walpole,0,1,1,
2426,3/16/2015,New York,Wappinger,1,0,1,
2948,7/11/2015,Vermont,Wardsboro,0,0,0,
4546,10/18/2016,Vermont,Wardsboro,1,0,1,
188,1/31/2014,Massachusetts,Wareham,0,1,1,
1910,11/21/2014,Massachusetts,Wareham,0,0,0,
2960,7/13/2015,Massachusetts,Wareham,0,1,1,
3178,9/13/2015,Massachusetts,Wareham,0,0,0,
3189,9/17/2015,Massachusetts,Wareham,0,0,0,
3606,1/11/2016,Massachusetts,Wareham,0,0,0,
3610,1/12/2016,Massachusetts,Wareham,0,0,0,
3706,2/10/2016,Massachusetts,Wareham,1,0,1,
4619,11/7/2016,Massachusetts,Wareham,0,0,0,
5035,3/2/2017,Massachusetts,Wareham,0,1,1,
5450,6/25/2017,Massachusetts,Wareham,0,0,0,
5858,10/11/2017,Massachusetts,Wareham,0,0,0,
6106,12/15/2017,Massachusetts,Wareham,0,0,0,
4684,11/25/2016,North Carolina,Warne,0,1,1,
2326,2/21/2015,Utah,Warner Valley,0,1,1,
5602,8/8/2017,Pennsylvania,Washington Crossing,1,0,1,
2917,7/2/2015,District of Columbia,Washington Navy Yard,0,0,0,
1574,9/30/2014,Louisiana,Washington Parish,0,0,0,
73,1/13/2014,Ohio,Washington Township,0,1,1,
863,6/20/2014,New Jersey,Washington Township,0,0,0,
1067,7/21/2014,New Jersey,Washington Township,0,0,0,
2241,1/30/2015,New Jersey,Washington Township,0,0,0,
2739,5/18/2015,New Jersey,Washington Township,0,0,0,
950,7/5/2014,Virginia,Water View,1,1,2,
1530,9/23/2014,Maine,Waterboro,0,0,0,
3620,1/14/2016,Maine,Waterboro,0,1,1,
4098,6/12/2016,Maine,Waterboro,0,1,1,
4116,6/19/2016,Maine,Waterboro,0,1,1,
4614,11/6/2016,Maine,Waterboro,0,0,0,
5070,3/14/2017,Maine,Waterboro,0,0,0,
249,2/11/2014,Pennsylvania,Waterfall,0,0,0,
132,1/22/2014,Michigan,Waterford,0,0,0,
244,2/10/2014,Michigan,Waterford,0,0,0,
259,2/14/2014,Michigan,Waterford,0,0,0,
385,3/16/2014,Michigan,Waterford,0,0,0,
415,3/21/2014,Michigan,Waterford,0,0,0,
1181,8/4/2014,Michigan,Waterford,0,0,0,
1286,8/20/2014,Michigan,Waterford,1,0,1,
1823,11/8/2014,Michigan,Waterford,1,0,1,
3689,2/3/2016,Michigan,Waterford,0,0,0,
5327,5/25/2017,Michigan,Waterford,0,0,0,
5662,8/24/2017,Michigan,Waterford,1,0,1,
5671,8/27/2017,Michigan,Waterford,1,0,1,
1873,11/14/2014,Michigan,Watertown Township,0,1,1,
1392,9/6/2014,New York,Watson,0,1,1,
1739,10/26/2014,California,Watts,0,3,3,
1322,8/27/2014,New York,Wawarsing,0,1,1,
1952,11/28/2014,New York,Wawarsing,0,0,0,
3031,8/3/2015,New York,Wawarsing,0,0,0,
5885,10/18/2017,New York,Wawarsing,0,0,0,
579,4/25/2014,New York,Wawayanda,0,0,0,
4503,10/7/2016,New York,Wawayanda,0,0,0,
820,6/10/2014,Kentucky,Waynesburg,0,0,0,
5051,3/9/2017,Kentucky,Waynesburg,0,0,0,
4967,2/10/2017,New Hampshire,Weare,0,0,0,
5629,8/16/2017,New Hampshire,Weare,0,0,0,
