STNAME,CTYNAME,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018
Virginia,Nelson County,14865,14757,14800,14804,14836,66,-108,43,4,32
Virginia,New Kent County,20017,20382,21025,21698,22391,503,365,643,673,693
Virginia,Northampton County,12045,12095,12021,11887,11735,9,50,-74,-134,-152
Virginia,Northumberland County,12254,12246,12193,12277,12147,-42,-8,-53,84,-130
Virginia,Nottoway County,15505,15606,15501,15467,15420,-130,101,-105,-34,-47
Virginia,Orange County,34922,35183,35381,35931,36644,301,261,198,550,713
Virginia,Page County,23785,23660,23610,23755,23933,61,-125,-50,145,178
Virginia,Patrick County,18176,17953,17783,17708,17673,-73,-223,-170,-75,-35
Virginia,Pittsylvania County,62378,62000,61710,61341,60949,-183,-378,-290,-369,-392
Virginia,Powhatan County,28488,28056,28444,28691,29189,194,-432,388,247,498
Virginia,Prince Edward County,22976,23120,23026,22708,22950,263,144,-94,-318,242
Virginia,Prince George County,37411,38212,37872,37895,38082,78,801,-340,23,187
Virginia,Prince William County,443926,451232,457023,463551,468011,6093,7306,5791,6528,4460
Virginia,Pulaski County,34342,34341,34225,34194,34066,-205,-1,-116,-31,-128
Virginia,Rappahannock County,7333,7390,7352,7333,7252,-91,57,-38,-19,-81
Virginia,Richmond County,8884,8783,8759,8925,9038,-68,-101,-24,166,113
Virginia,Roanoke County,93371,93337,93371,93763,94073,70,-34,34,392,310
Virginia,Rockbridge County,22433,22375,22376,22609,22752,103,-58,1,233,143
Virginia,Rockingham County,77885,78453,79323,80313,81244,463,568,870,990,931
Virginia,Russell County,28054,27824,27385,27027,26748,-258,-230,-439,-358,-279
Virginia,Scott County,22518,22244,21980,21767,21534,-250,-274,-264,-213,-233
Virginia,Shenandoah County,42731,42841,42885,43271,43497,224,110,44,386,226
Virginia,Smyth County,31571,31411,31121,30722,30472,-202,-160,-290,-399,-250
Virginia,Southampton County,18221,18121,18022,17743,17586,-107,-100,-99,-279,-157
Virginia,Spotsylvania County,128804,129944,131271,132802,134238,1419,1140,1327,1531,1436
Virginia,Stafford County,138813,140917,143578,146790,149960,2874,2104,2661,3212,3170
Virginia,Surry County,6780,6670,6553,6522,6474,-7,-110,-117,-31,-48
Virginia,Sussex County,11721,11686,11408,11380,11237,-41,-35,-278,-28,-143
Virginia,Tazewell County,43386,42904,42108,41146,40855,-637,-482,-796,-962,-291
Virginia,Warren County,40103,38675,39105,39357,40003,1623,-1428,430,252,646
Virginia,Washington County,54604,54337,54271,54415,54402,-174,-267,-66,144,-13
Virginia,Westmoreland County,17440,17549,17637,17736,17830,-112,109,88,99,94
Virginia,Wise County,39908,39567,39026,38611,38012,-767,-341,-541,-415,-599
Virginia,Wythe County,29044,29098,28934,28872,28754,-227,54,-164,-62,-118
Virginia,York County,66573,67828,67812,67878,67846,543,1255,-16,66,-32
Virginia,Alexandria city,151431,153863,157045,159654,160530,1757,2432,3182,2609,876
Virginia,Bristol city,17199,17041,16843,16650,16482,-191,-158,-198,-193,-168
Virginia,Buena Vista city,6550,6533,6362,6313,6237,-102,-17,-171,-49,-76
Virginia,Charlottesville city,45522,46433,47236,47902,48117,509,911,803,666,215
Virginia,Chesapeake city,233380,235168,237591,240327,242634,3050,1788,2423,2736,2307
Virginia,Colonial Heights city,17440,17482,17535,17676,17833,-43,42,53,141,157
Virginia,Covington city,5775,5661,5539,5474,5460,-55,-114,-122,-65,-14
Virginia,Danville city,42267,41937,41641,41022,40693,-363,-330,-296,-619,-329
Virginia,Emporia city,5597,5525,5370,5292,5121,-96,-72,-155,-78,-171
Virginia,Fairfax city,23315,23439,23835,24162,24574,79,124,396,327,412
Virginia,Falls Church city,13454,13837,13782,14489,14772,56,383,-55,707,283
Virginia,Franklin city,8399,8334,8183,8125,8013,-143,-65,-151,-58,-112
Virginia,Fredericksburg city,28254,28054,28379,28516,29144,435,-200,325,137,628
Virginia,Galax city,6904,6798,6576,6487,6423,-31,-106,-222,-89,-64
Virginia,Hampton city,137597,136187,135238,134581,134313,354,-1410,-949,-657,-268
Virginia,Harrisonburg city,52558,52755,53701,53907,54033,1008,197,946,206,126
Virginia,Hopewell city,22109,22228,22553,22554,22596,-52,119,325,1,42
Virginia,Lexington city,7121,7123,7089,7082,7136,-22,2,-34,-7,54
Virginia,Lynchburg city,78155,79271,80038,81065,82126,205,1116,767,1027,1061
Virginia,Manassas city,41180,41530,41435,41501,41641,70,350,-95,66,140
Virginia,Manassas Park city,15924,16054,16143,16686,17307,23,130,89,543,621
Virginia,Martinsville city,13317,13277,13038,12969,12902,-99,-40,-239,-69,-67
Virginia,Newport News city,181576,180948,180179,179398,178626,256,-628,-769,-781,-772
Virginia,Norfolk city,246587,246534,245843,244922,244076,1138,-53,-691,-921,-846
Virginia,Norton city,4136,4005,3947,3892,3968,36,-131,-58,-55,76
Virginia,Petersburg city,32236,32000,31698,31635,31567,-71,-236,-302,-63,-68
Virginia,Poquoson city,12003,12014,11943,12043,12190,-87,11,-71,100,147
Virginia,Portsmouth city,95826,96308,95094,94693,94632,-245,482,-1214,-401,-61
Virginia,Radford city,17390,17341,17420,17659,18339,274,-49,79,239,680
Virginia,Richmond city,217003,220847,225332,226968,228783,3188,3844,4485,1636,1815
Virginia,Roanoke city,99443,99733,99572,99436,99920,583,290,-161,-136,484
Virginia,Salem city,25427,25426,25438,25662,25643,113,-1,12,224,-19
Virginia,Staunton city,24287,24219,24266,24566,24922,186,-68,47,300,356
Virginia,Suffolk city,86892,88127,89322,90275,91185,1127,1235,1195,953,910
Virginia,Virginia Beach city,448913,450474,451136,449962,450189,1181,1561,662,-1174,227
Virginia,Waynesboro city,21312,21558,21798,22336,22628,139,246,240,538,292
Virginia,Williamsburg city,14566,14767,14824,14889,14896,-38,201,57,65,7
Virginia,Winchester city,27394,27470,27762,28210,28108,61,76,292,448,-102
Washington,Washington,7052439,7163543,7294680,7425432,7535591,89533,111104,131137,130752,110159
Washington,Adams County,19200,19244,19378,19681,19759,85,44,134,303,78
Washington,Asotin County,22189,22106,22275,22507,22610,61,-83,169,232,103
Washington,Benton County,186542,190316,193652,198453,201877,2187,3774,3336,4801,3424
Washington,Chelan County,74170,75123,75977,76479,77036,408,953,854,502,557
Washington,Clallam County,72477,73222,74285,75712,76737,421,745,1063,1427,1025
Washington,Clark County,448277,456986,465310,474492,481857,6892,8709,8324,9182,7365
Washington,Columbia County,3984,3961,3978,4023,4059,-18,-23,17,45,36
Washington,Cowlitz County,101799,103050,104826,106900,108987,316,1251,1776,2074,2087
Washington,Douglas County,39795,40559,41426,42167,42907,395,764,867,741,740
Washington,Ferry County,7590,7519,7530,7590,7649,-2,-71,11,60,59
Washington,Franklin County,87743,88779,90315,92117,94347,1242,1036,1536,1802,2230
Washington,Garfield County,2201,2222,2245,2205,2247,-36,21,23,-40,42
Washington,Grant County,92968,93670,94512,95821,97331,1219,702,842,1309,1510
Washington,Grays Harbor County,70783,71027,71572,72553,73901,-263,244,545,981,1348
Washington,Island County,78698,80031,81708,83285,84460,502,1333,1677,1577,1175
Washington,Jefferson County,30139,30331,30891,31191,31729,143,192,560,300,538
Washington,King County,2085730,2126561,2166602,2204229,2233163,38187,40831,40041,37627,28934
Washington,Kitsap County,253415,259320,263283,266550,269805,1012,5905,3963,3267,3255
Washington,Kittitas County,42597,43092,44913,46157,47364,767,495,1821,1244,1207
Washington,Klickitat County,20864,20997,21264,21750,22107,-6,133,267,486,357
Washington,Lewis County,74858,75419,76622,78230,79604,-109,561,1203,1608,1374
Washington,Lincoln County,10227,10289,10340,10579,10740,-70,62,51,239,161
Washington,Mason County,60615,61033,62179,63801,65507,143,418,1146,1622,1706
Washington,Okanogan County,41252,41352,41558,41898,42132,190,100,206,340,234
Washington,Pacific County,20566,20869,21250,21684,22036,124,303,381,434,352
Washington,Pend Oreille County,12917,13087,13124,13363,13602,33,170,37,239,239
Washington,Pierce County,828920,841706,860072,877201,891299,9861,12786,18366,17129,14098
Washington,San Juan County,16010,16198,16304,16725,17128,101,188,106,421,403
Washington,Skagit County,119992,121604,123709,126026,128206,1715,1612,2105,2317,2180
Washington,Skamania County,11377,11378,11585,11837,11924,69,1,207,252,87
Washington,Snohomish County,757417,770049,787695,803039,814901,13181,12632,17646,15344,11862
Washington,Spokane County,482926,488749,497143,505928,514631,4558,5823,8394,8785,8703
Washington,Stevens County,43470,43544,44131,44667,45260,208,74,587,536,593
Washington,Thurston County,264975,268014,273721,280289,286419,3184,3039,5707,6568,6130
Washington,Wahkiakum County,4043,4027,4167,4280,4426,10,-16,140,113,146
Washington,Walla Walla County,59536,59976,60094,60652,60922,158,440,118,558,270
Washington,Whatcom County,208215,211940,216569,221650,225685,2108,3725,4629,5081,4035
Washington,Whitman County,46916,48128,48784,49344,49791,123,1212,656,560,447
Washington,Yakima County,247046,248065,249691,250377,251446,434,1019,1626,686,1069
West Virginia,West Virginia,1849467,1841996,1830929,1817048,1805832,-4406,-7471,-11067,-13881,-11216
West Virginia,Barbour County,16903,16971,16742,16499,16535,31,68,-229,-243,36
West Virginia,Berkeley County,110187,111683,113476,115007,117123,1698,1496,1793,1531,2116
West Virginia,Boone County,23710,23246,22803,22374,21951,-376,-464,-443,-429,-423
West Virginia,Braxton County,14404,14372,14321,14224,14089,19,-32,-51,-97,-135
West Virginia,Brooke County,23384,23205,22680,22390,22203,-220,-179,-525,-290,-187
West Virginia,Cabell County,96634,96571,95673,94486,93224,-386,-63,-898,-1187,-1262
West Virginia,Calhoun County,7559,7466,7379,7322,7254,9,-93,-87,-57,-68
West Virginia,Clay County,8880,8874,8827,8714,8632,-258,-6,-47,-113,-82
West Virginia,Doddridge County,8471,8701,8575,8529,8406,-76,230,-126,-46,-123
West Virginia,Fayette County,45161,44706,44167,43577,43018,-399,-455,-539,-590,-559
West Virginia,Gilmer County,8497,8306,8138,8057,8026,-123,-191,-168,-81,-31
West Virginia,Grant County,11639,11672,11620,11649,11626,-124,33,-52,29,-23
West Virginia,Greenbrier County,35581,35585,35539,35243,34786,-218,4,-46,-296,-457
West Virginia,Hampshire County,23439,23314,23318,23398,23347,-51,-125,4,80,-51
West Virginia,Hancock County,30248,29968,29666,29425,29094,-118,-280,-302,-241,-331
West Virginia,Hardy County,13954,13831,13813,13838,13775,-12,-123,-18,25,-63
West Virginia,Harrison County,68680,68539,68351,67923,67554,-238,-141,-188,-428,-369
West Virginia,Jackson County,29131,29163,29181,28907,28706,-60,32,18,-274,-201
West Virginia,Jefferson County,55624,56081,55975,56406,56811,625,457,-106,431,405
West Virginia,Kanawha County,190353,188270,186162,183310,180454,-1177,-2083,-2108,-2852,-2856
West Virginia,Lewis County,16447,16436,16283,16192,16024,-33,-11,-153,-91,-168
West Virginia,Lincoln County,21521,21279,21112,20878,20599,69,-242,-167,-234,-279
West Virginia,Logan County,35248,34437,33669,33043,32607,-681,-811,-768,-626,-436
West Virginia,McDowell County,20388,19763,19192,18521,18223,-574,-625,-571,-671,-298
West Virginia,Marion County,56780,56744,56497,56369,56097,70,-36,-247,-128,-272
West Virginia,Marshall County,32338,32191,31696,31216,30785,-283,-147,-495,-480,-431
West Virginia,Mason County,27148,27081,26928,26818,26718,7,-67,-153,-110,-100
West Virginia,Mercer County,61762,61124,60613,59801,59131,-149,-638,-511,-812,-670
West Virginia,Mineral County,27538,27384,27346,27180,26940,-125,-154,-38,-166,-240
West Virginia,Mingo County,25739,25320,24723,24138,23785,-274,-419,-597,-585,-353
West Virginia,Monongalia County,103486,104706,105732,105916,106420,1215,1220,1026,184,504
West Virginia,Monroe County,13612,13578,13492,13373,13280,91,-34,-86,-119,-93
West Virginia,Morgan County,17516,17487,17622,17709,17787,72,-29,135,87,78
West Virginia,Nicholas County,25718,25550,25378,25134,24842,-230,-168,-172,-244,-292
West Virginia,Ohio County,43261,42996,42666,42056,41755,-490,-265,-330,-610,-301
West Virginia,Pendleton County,7229,7104,6978,6970,6997,-145,-125,-126,-8,27
West Virginia,Pleasants County,7588,7499,7488,7453,7507,71,-89,-11,-35,54
West Virginia,Pocahontas County,8652,8574,8528,8487,8414,-28,-78,-46,-41,-73
West Virginia,Preston County,33918,33844,33763,33823,33839,233,-74,-81,60,16
West Virginia,Putnam County,56634,56600,56680,56665,56682,135,-34,80,-15,17
West Virginia,Raleigh County,78185,77371,76290,75062,74254,-615,-814,-1081,-1228,-808
West Virginia,Randolph County,29374,29206,29028,28894,28823,-148,-168,-178,-134,-71
West Virginia,Ritchie County,10076,10082,9964,9816,9721,-70,6,-118,-148,-95
West Virginia,Roane County,14595,14377,14111,14010,13932,-13,-218,-266,-101,-78
West Virginia,Summers County,13329,13134,12975,12891,12760,-263,-195,-159,-84,-131
West Virginia,Taylor County,17100,16928,16953,16910,16862,113,-172,25,-43,-48
West Virginia,Tucker County,7051,7088,7052,6991,6955,-27,37,-36,-61,-36
West Virginia,Tyler County,9086,8952,8953,8807,8746,78,-134,1,-146,-61
West Virginia,Upshur County,24662,24725,24676,24546,24415,62,63,-49,-130,-131
West Virginia,Wayne County,41507,41195,40702,40192,39944,-322,-312,-493,-510,-248
West Virginia,Webster County,8751,8636,8557,8363,8285,-82,-115,-79,-194,-78
West Virginia,Wetzel County,15957,15777,15640,15425,15270,-156,-180,-137,-215,-155
West Virginia,Wirt County,5791,5805,5767,5790,5830,-48,14,-38,23,40
West Virginia,Wood County,86465,86326,85699,85083,84203,-49,-139,-627,-616,-880
West Virginia,Wyoming County,22576,22173,21770,21248,20786,-363,-403,-403,-522,-462
Wisconsin,Wisconsin,5751974,5761406,5772958,5792051,5813568,15022,9432,11552,19093,21517
Wisconsin,Adams County,20129,20025,19971,19891,20348,-283,-104,-54,-80,457
Wisconsin,Ashland County,15998,15809,15638,15513,15600,27,-189,-171,-125,87
Wisconsin,Barron County,45343,45357,45233,45164,45164,-227,14,-124,-69,0
Wisconsin,Bayfield County,14975,14980,14931,15033,15042,-142,5,-49,102,9
Wisconsin,Brown County,256245,257899,259546,261863,263378,2008,1654,1647,2317,1515
Wisconsin,Buffalo County,13230,13241,13132,13107,13125,-134,11,-109,-25,18
Wisconsin,Burnett County,15230,15138,15219,15313,15392,-38,-92,81,94,79
Wisconsin,Calumet County,49472,49812,49600,49994,50159,-165,340,-212,394,165
Wisconsin,Chippewa County,63334,63416,63526,63762,64135,248,82,110,236,373
Wisconsin,Clark County,34354,34349,34475,34569,34709,-181,-5,126,94,140
Wisconsin,Columbia County,56638,56672,56865,57236,57358,68,34,193,371,122
Wisconsin,Crawford County,16347,16328,16250,16223,16291,-44,-19,-78,-27,68
Wisconsin,Dane County,516338,522847,530885,536780,542364,6546,6509,8038,5895,5584
Wisconsin,Dodge County,88090,87827,87364,87750,87847,149,-263,-463,386,97
Wisconsin,Door County,27466,27307,27331,27480,27610,-140,-159,24,149,130
Wisconsin,Douglas County,43641,43483,43351,43327,43208,-114,-158,-132,-24,-119
Wisconsin,Dunn County,44076,44249,44337,44699,45131,28,173,88,362,432
Wisconsin,Eau Claire County,101688,102119,102941,103674,104534,-44,431,822,733,860
Wisconsin,Florence County,4345,4346,4323,4356,4321,-39,1,-23,33,-35
Wisconsin,Fond du Lac County,101986,101951,102201,102371,103066,194,-35,250,170,695
Wisconsin,Forest County,9102,9005,9022,8970,8991,13,-97,17,-52,21
Wisconsin,Grant County,51681,52085,52014,51806,51554,689,404,-71,-208,-252
Wisconsin,Green County,36856,36918,36770,36847,36929,-76,62,-148,77,82
Wisconsin,Green Lake County,18759,18712,18613,18785,18918,-128,-47,-99,172,133
Wisconsin,Iowa County,23585,23591,23438,23714,23771,26,6,-153,276,57
Wisconsin,Iron County,5859,5719,5650,5672,5676,30,-140,-69,22,4
Wisconsin,Jackson County,20577,20521,20480,20474,20478,19,-56,-41,-6,4
Wisconsin,Jefferson County,84369,84503,84485,84775,85129,-236,134,-18,290,354
Wisconsin,Juneau County,26338,26314,26348,26479,26617,-229,-24,34,131,138
Wisconsin,Kenosha County,167856,167967,167954,168582,169290,545,111,-13,628,708
Wisconsin,Kewaunee County,20336,20317,20367,20397,20383,-28,-19,50,30,-14
Wisconsin,La Crosse County,117446,117726,117733,118116,118230,561,280,7,383,114
Wisconsin,Lafayette County,16778,16792,16750,16689,16665,108,14,-42,-61,-24
Wisconsin,Langlade County,19252,19043,19079,19171,19268,-158,-209,36,92,97
Wisconsin,Lincoln County,28104,27858,27821,27766,27689,-197,-246,-37,-55,-77
Wisconsin,Manitowoc County,79959,79495,79365,79140,79074,-533,-464,-130,-225,-66
Wisconsin,Marathon County,135131,135289,135057,135415,135428,251,158,-232,358,13
Wisconsin,Marinette County,41047,40653,40259,40290,40434,-240,-394,-394,31,144
Wisconsin,Marquette County,15071,15118,15129,15283,15434,-109,47,11,154,151
Wisconsin,Menominee County,4504,4525,4559,4643,4658,123,21,34,84,15
Wisconsin,Milwaukee County,958546,958654,955057,950588,948201,1033,108,-3597,-4469,-2387
Wisconsin,Monroe County,45158,45306,45376,45617,46051,33,148,70,241,434
Wisconsin,Oconto County,37463,37478,37481,37526,37830,95,15,3,45,304
Wisconsin,Oneida County,35323,35308,35339,35287,35470,-227,-15,31,-52,183
Wisconsin,Outagamie County,182170,183417,184755,186064,187365,1834,1247,1338,1309,1301
Wisconsin,Ozaukee County,87580,87934,88327,88430,89147,362,354,393,103,717
Wisconsin,Pepin County,7297,7234,7243,7246,7289,-50,-63,9,3,43
Wisconsin,Pierce County,41028,41038,41409,41983,42555,224,10,371,574,572
Wisconsin,Polk County,43331,43213,43216,43387,43598,18,-118,3,171,211
Wisconsin,Portage County,70521,70497,70425,70608,70942,8,-24,-72,183,334
Wisconsin,Price County,13656,13577,13414,13406,13397,-83,-79,-163,-8,-9
Wisconsin,Racine County,194833,194710,194913,195949,196584,130,-123,203,1036,635
Wisconsin,Richland County,17745,17559,17528,17488,17377,-72,-186,-31,-40,-111
Wisconsin,Rock County,160950,161052,161394,162320,163129,595,102,342,926,809
Wisconsin,Rusk County,14350,14127,14111,14179,14147,-18,-223,-16,68,-32
Wisconsin,St. Croix County,86544,87139,87603,88607,89694,895,595,464,1004,1087
Wisconsin,Sauk County,62975,63264,63572,63918,64249,178,289,308,346,331
Wisconsin,Sawyer County,16361,16290,16321,16391,16489,-116,-71,31,70,98
Wisconsin,Shawano County,41347,41062,40959,40881,40796,-62,-285,-103,-78,-85
Wisconsin,Sheboygan County,114998,115239,115099,115235,115456,294,241,-140,136,221
Wisconsin,Taylor County,20415,20321,20299,20333,20412,-8,-94,-22,34,79
Wisconsin,Trempealeau County,29409,29441,29535,29361,29442,-52,32,94,-174,81
Wisconsin,Vernon County,30190,30318,30552,30737,30785,99,128,234,185,48
Wisconsin,Vilas County,21403,21435,21483,21706,21938,22,32,48,223,232
Wisconsin,Walworth County,103193,102513,102686,102956,103718,390,-680,173,270,762
Wisconsin,Washburn County,15658,15519,15621,15770,15878,-2,-139,102,149,108
Wisconsin,Washington County,133600,133932,134386,135063,135693,672,332,454,677,630
Wisconsin,Waukesha County,395431,396261,398561,401070,403072,1268,830,2300,2509,2002
Wisconsin,Waupaca County,51948,51682,51308,51153,51128,-156,-266,-374,-155,-25
Wisconsin,Waushara County,24093,23946,24090,24186,24263,-152,-147,144,96,77
Wisconsin,Winnebago County,169330,169270,169637,170375,171020,51,-60,367,738,645
Wisconsin,Wood County,73593,73364,73246,73112,73055,-329,-229,-118,-134,-57
Wyoming,Wyoming,582548,585668,584290,578934,577737,425,3120,-1378,-5356,-1197
Wyoming,Albany County,37622,37956,37903,38430,38601,63,334,-53,527,171
