STNAME,CTYNAME,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018
Florida,Clay County,198572,202386,207247,212177,216072,2927,3814,4861,4930,3895
Florida,Collier County,347326,356107,365345,372345,378488,8261,8781,9238,7000,6143
Florida,Columbia County,67784,68197,69217,69825,70503,369,413,1020,608,678
Florida,DeSoto County,35344,35650,36261,37252,37489,439,306,611,991,237
Florida,Dixie County,16038,16352,16461,16636,16700,-45,314,109,175,64
Florida,Duval County,896743,910584,925996,937642,950181,10768,13841,15412,11646,12539
Florida,Escambia County,307951,309332,311537,313258,315534,1274,1381,2205,1721,2276
Florida,Flagler County,101922,104420,107351,109937,112067,2106,2498,2931,2586,2130
Florida,Franklin County,11658,11706,11830,11752,11736,137,48,124,-78,-16
Florida,Gadsden County,46119,46051,46051,45972,45894,29,-68,0,-79,-78
Florida,Gilchrist County,16987,17369,17598,17865,18256,34,382,229,267,391
Florida,Glades County,12952,13111,13420,13608,13724,280,159,309,188,116
Florida,Gulf County,16000,15928,16061,16122,16164,119,-72,133,61,42
Florida,Hamilton County,14070,14267,14309,14389,14310,-269,197,42,80,-79
Florida,Hardee County,27281,27185,27229,27202,27245,-38,-96,44,-27,43
Florida,Hendry County,38508,39325,40103,41144,41556,677,817,778,1041,412
Florida,Hernando County,175322,177949,182558,186784,190865,1667,2627,4609,4226,4081
Florida,Highlands County,98606,100222,102191,104060,105424,518,1616,1969,1869,1364
Florida,Hillsborough County,1317571,1348848,1380991,1410115,1436888,23747,31277,32143,29124,26773
Florida,Holmes County,19566,19270,19389,19448,19477,-29,-296,119,59,29
Florida,Indian River County,144469,147478,151248,154314,157413,2556,3009,3770,3066,3099
Florida,Jackson County,48733,48625,48337,48360,48305,-145,-108,-288,23,-55
Florida,Jefferson County,14052,14101,13938,14147,14288,-155,49,-163,209,141
Florida,Lafayette County,8869,8734,8763,8623,8732,47,-135,29,-140,109
Florida,Lake County,315388,325091,334748,345087,356495,7386,9703,9657,10339,11408
Florida,Lee County,677361,699530,722386,739506,754610,17441,22169,22856,17120,15104
Florida,Leon County,283785,285997,286977,291247,292502,1892,2212,980,4270,1255
Florida,Levy County,39302,39599,39829,40306,40770,-135,297,230,477,464
Florida,Liberty County,8414,8408,8302,8242,8457,56,-6,-106,-60,215
Florida,Madison County,18602,18474,18299,18465,18529,-159,-128,-175,166,64
Florida,Manatee County,350972,362587,375402,385450,394855,9039,11615,12815,10048,9405
Florida,Marion County,338057,342335,347767,353717,359977,2940,4278,5432,5950,6260
Florida,Martin County,153153,155624,158426,159792,160912,2009,2471,2802,1366,1120
Florida,Miami-Dade County,2660389,2688156,2722574,2744878,2761581,24749,27767,34418,22304,16703
Florida,Monroe County,76284,76696,76982,76636,75027,450,412,286,-346,-1609
Florida,Nassau County,76253,77930,80009,82864,85832,869,1677,2079,2855,2968
Florida,Okaloosa County,194633,197839,200260,203684,207269,1936,3206,2421,3424,3585
Florida,Okeechobee County,39581,39836,40716,41188,41537,90,255,880,472,349
Florida,Orange County,1256908,1290639,1324843,1352933,1380645,29266,33731,34204,28090,27712
Florida,Osceola County,311137,323578,337730,352661,367990,11833,12441,14152,14931,15329
Florida,Palm Beach County,1399039,1424685,1451384,1470338,1485941,22323,25646,26699,18954,15603
Florida,Pasco County,483465,494919,509929,525021,539630,9077,11454,15010,15092,14609
Florida,Pinellas County,936517,947535,960737,969305,975280,8029,11018,13202,8568,5975
Florida,Polk County,634520,648758,666236,685830,708009,11808,14238,17478,19594,22179
Florida,Putnam County,71968,71935,72378,73385,74163,-394,-33,443,1007,778
Florida,St. Johns County,217865,226464,234996,243928,254261,8416,8599,8532,8932,10333
Florida,St. Lucie County,290146,297442,305837,313400,321128,4776,7296,8395,7563,7728
Florida,Santa Rosa County,162669,166231,169892,174069,179349,2280,3562,3661,4177,5280
Florida,Sarasota County,396445,404842,413027,419689,426718,6448,8397,8185,6662,7029
Florida,Seminole County,441453,448246,455665,462236,467832,5922,6793,7419,6571,5596
Florida,Sumter County,112245,117070,121995,124933,128754,5337,4825,4925,2938,3821
Florida,Suwannee County,43784,43671,43837,44136,44191,200,-113,166,299,55
Florida,Taylor County,22579,22360,22115,21815,21623,-289,-219,-245,-300,-192
Florida,Union County,15260,15274,15252,15469,14940,98,14,-22,217,-529
Florida,Volusia County,506786,516918,528747,538180,547538,6312,10132,11829,9433,9358
Florida,Wakulla County,31410,31522,31893,32101,32461,411,112,371,208,360
Florida,Walton County,61183,63048,65410,68275,71375,1997,1865,2362,2865,3100
Florida,Washington County,24300,24561,24471,24618,24880,-203,261,-90,147,262
Georgia,Georgia,10069001,10181111,10304763,10413055,10519475,95675,112110,123652,108292,106420
Georgia,Appling County,18476,18423,18424,18438,18507,101,-53,1,14,69
Georgia,Atkinson County,8218,8344,8252,8215,8297,-48,126,-92,-37,82
Georgia,Bacon County,11175,11242,11301,11236,11185,7,67,59,-65,-51
Georgia,Baker County,3292,3196,3186,3180,3092,-59,-96,-10,-6,-88
Georgia,Baldwin County,45914,45542,45231,44921,44823,-266,-372,-311,-310,-98
Georgia,Banks County,18223,18378,18321,18638,18988,6,155,-57,317,350
Georgia,Barrow County,72853,74964,76965,78843,80809,1613,2111,2001,1878,1966
Georgia,Bartow County,101291,102079,103340,104981,106408,320,788,1261,1641,1427
Georgia,Ben Hill County,17430,17334,17216,17001,16787,1,-96,-118,-215,-214
Georgia,Berrien County,18815,18975,18972,19113,19252,-244,160,-3,141,139
Georgia,Bibb County,154333,153948,153180,152892,153095,-703,-385,-768,-288,203
Georgia,Bleckley County,12703,12705,12856,12775,12838,-37,2,151,-81,63
Georgia,Brantley County,18349,18416,18376,18767,18897,108,67,-40,391,130
Georgia,Brooks County,15533,15680,15738,15648,15513,-121,147,58,-90,-135
Georgia,Bryan County,33667,34792,35836,37019,38109,632,1125,1044,1183,1090
Georgia,Bulloch County,72671,73152,74708,76084,77296,838,481,1556,1376,1212
Georgia,Burke County,22610,22620,22581,22518,22423,-202,10,-39,-63,-95
Georgia,Butts County,23314,23494,23709,24042,24193,120,180,215,333,151
Georgia,Calhoun County,6505,6531,6352,6399,6352,-91,26,-179,47,-47
Georgia,Camden County,51918,52470,52438,53067,53677,515,552,-32,629,610
Georgia,Candler County,10859,10867,10847,10725,10836,-94,8,-20,-122,111
Georgia,Carroll County,113942,114467,116123,117458,118121,1666,525,1656,1335,663
Georgia,Catoosa County,65477,65799,66294,66503,67420,249,322,495,209,917
Georgia,Charlton County,13052,13234,12838,12822,12968,-57,182,-396,-16,146
Georgia,Chatham County,282197,285959,288633,289260,289195,4566,3762,2674,627,-65
Georgia,Chattahoochee County,11709,11067,10088,10285,10684,-545,-642,-979,197,399
Georgia,Chattooga County,24857,24895,24826,24716,24790,-183,38,-69,-110,74
Georgia,Cherokee County,230208,235387,241912,247894,254149,5872,5179,6525,5982,6255
Georgia,Clarke County,120413,123552,124894,126820,127330,-492,3139,1342,1926,510
Georgia,Clay County,3072,3077,3005,2962,2887,58,5,-72,-43,-75
Georgia,Clayton County,266678,272868,279636,284534,289615,2645,6190,6768,4898,5081
Georgia,Clinch County,6785,6836,6761,6684,6648,23,51,-75,-77,-36
Georgia,Cobb County,727757,739319,748563,752783,756865,11595,11562,9244,4220,4082
Georgia,Coffee County,42899,43000,42929,42885,43093,-193,101,-71,-44,208
Georgia,Colquitt County,45893,45509,45492,45543,45592,-257,-384,-17,51,49
Georgia,Columbia County,139151,143912,147477,151642,154291,2973,4761,3565,4165,2649
Georgia,Cook County,17298,17069,17159,17230,17162,247,-229,90,71,-68
Georgia,Coweta County,135140,138106,140419,143050,145864,2203,2966,2313,2631,2814
Georgia,Crawford County,12431,12382,12294,12295,12318,-83,-49,-88,1,23
Georgia,Crisp County,23063,22949,22893,22723,22601,-231,-114,-56,-170,-122
Georgia,Dade County,16282,16157,16220,16249,16226,-166,-125,63,29,-23
Georgia,Dawson County,22978,23312,23608,24324,25083,295,334,296,716,759
Georgia,Decatur County,27178,27055,26683,26674,26575,-220,-123,-372,-9,-99
Georgia,DeKalb County,725039,734770,747482,752088,756558,7303,9731,12712,4606,4470
Georgia,Dodge County,21174,21135,20839,20741,20705,-254,-39,-296,-98,-36
Georgia,Dooly County,14247,14034,13848,13690,13706,-123,-213,-186,-158,16
Georgia,Dougherty County,92720,91495,90371,89417,91243,-671,-1225,-1124,-954,1826
Georgia,Douglas County,138055,140268,141872,143672,145331,1997,2213,1604,1800,1659
Georgia,Early County,10447,10452,10292,10304,10247,-90,5,-160,12,-57
Georgia,Echols County,4037,4037,3963,3933,4000,41,0,-74,-30,67
Georgia,Effingham County,55419,57086,58692,60058,62190,991,1667,1606,1366,2132
Georgia,Elbert County,19389,19299,19143,19108,19120,-98,-90,-156,-35,12
Georgia,Emanuel County,22486,22477,22419,22501,22612,-148,-9,-58,82,111
Georgia,Evans County,10814,10695,10648,10756,10721,18,-119,-47,108,-35
Georgia,Fannin County,23856,24439,25032,25336,25964,35,583,593,304,628
Georgia,Fayette County,109217,110203,111336,112629,113459,1154,986,1133,1293,830
Georgia,Floyd County,95890,96200,96675,97427,97927,5,310,475,752,500
Georgia,Forsyth County,202659,211228,220311,228588,236612,8807,8569,9083,8277,8024
Georgia,Franklin County,22176,22262,22292,22815,23023,133,86,30,523,208
Georgia,Fulton County,992022,1005775,1022714,1038884,1050114,10460,13753,16939,16170,11230
Georgia,Gilmer County,28979,29497,29907,30409,30816,283,518,410,502,407
Georgia,Glascock County,3004,3018,2979,3050,2995,-51,14,-39,71,-55
Georgia,Glynn County,82177,83373,84241,84859,85219,683,1196,868,618,360
Georgia,Gordon County,55815,56329,56933,57187,57685,84,514,604,254,498
Georgia,Grady County,25214,25076,24844,24749,24748,116,-138,-232,-95,-1
Georgia,Greene County,16424,16644,16896,17220,17698,176,220,252,324,478
Georgia,Gwinnett County,871394,888884,905277,918153,927781,17636,17490,16393,12876,9628
Georgia,Habersham County,43583,43804,44123,44547,45388,406,221,319,424,841
Georgia,Hall County,189239,192458,196523,199439,202148,2753,3219,4065,2916,2709
Georgia,Hancock County,8574,8579,8631,8545,8348,-381,5,52,-86,-197
Georgia,Haralson County,28487,28704,28824,29231,29533,151,217,120,407,302
Georgia,Harris County,32742,33159,33632,33943,34475,203,417,473,311,532
Georgia,Hart County,25372,25431,25497,25756,26099,-93,59,66,259,343
Georgia,Heard County,11619,11552,11576,11759,11879,58,-67,24,183,120
Georgia,Henry County,213047,216571,221188,225508,230220,2961,3524,4617,4320,4712
Georgia,Houston County,148701,149412,151690,153138,155469,1062,711,2278,1448,2331
Georgia,Irwin County,9092,9151,9317,9383,9398,-273,59,166,66,15
Georgia,Jackson County,62103,63436,65100,67716,70422,832,1333,1664,2616,2706
Georgia,Jasper County,13538,13687,13769,13886,14040,-66,149,82,117,154
Georgia,Jeff Davis County,14937,15019,14955,15013,15029,-113,82,-64,58,16
Georgia,Jefferson County,16130,15927,15760,15613,15430,-121,-203,-167,-147,-183
Georgia,Jenkins County,9043,8875,8762,8774,8683,-157,-168,-113,12,-91
Georgia,Johnson County,9807,9709,9664,9760,9708,-93,-98,-45,96,-52
Georgia,Jones County,28650,28446,28577,28453,28616,78,-204,131,-124,163
Georgia,Lamar County,18187,18240,18500,18636,19000,263,53,260,136,364
Georgia,Lanier County,10365,10266,10427,10433,10340,-43,-99,161,6,-93
Georgia,Laurens County,47599,47513,47302,47353,47325,-161,-86,-211,51,-28
Georgia,Lee County,29132,29191,29212,29443,29764,89,59,21,231,321
Georgia,Liberty County,64107,61640,61551,61745,61497,1757,-2467,-89,194,-248
Georgia,Lincoln County,7644,7719,7856,7861,7915,-89,75,137,5,54
Georgia,Long County,17014,17646,18347,18773,18998,545,632,701,426,225
Georgia,Lowndes County,113510,113346,114342,115389,116321,624,-164,996,1047,932
Georgia,Lumpkin County,31147,31324,31505,32822,32955,253,177,181,1317,133
Georgia,McDuffie County,21525,21468,21467,21497,21531,24,-57,-1,30,34
Georgia,McIntosh County,14065,14033,14058,14102,14340,38,-32,25,44,238
Georgia,Macon County,13822,13695,13487,13251,13143,-154,-127,-208,-236,-108
Georgia,Madison County,28355,28397,28821,29277,29650,161,42,424,456,373
Georgia,Marion County,8633,8556,8465,8414,8351,53,-77,-91,-51,-63
Georgia,Meriwether County,21213,21177,21076,21031,21068,-10,-36,-101,-45,37
Georgia,Miller County,5943,5843,5873,5833,5686,44,-100,30,-40,-147
Georgia,Mitchell County,22714,22453,22466,22333,22192,-277,-261,13,-133,-141
Georgia,Monroe County,26681,26731,26935,27181,27520,51,50,204,246,339
Georgia,Montgomery County,8983,8945,8991,9068,9193,26,-38,46,77,125
Georgia,Morgan County,17894,17945,18103,18381,18853,216,51,158,278,472
Georgia,Murray County,39232,39450,39375,39809,39921,45,218,-75,434,112
Georgia,Muscogee County,200552,198674,196198,193766,194160,-2646,-1878,-2476,-2432,394
Georgia,Newton County,103470,104941,106600,107935,109541,1406,1471,1659,1335,1606
Georgia,Oconee County,35072,35856,36871,38012,39272,996,784,1015,1141,1260
Georgia,Oglethorpe County,14538,14728,14710,14888,15054,121,190,-18,178,166
Georgia,Paulding County,148538,151703,155364,159552,164044,1788,3165,3661,4188,4492
Georgia,Peach County,27024,26855,26775,26881,27297,-16,-169,-80,106,416
Georgia,Pickens County,29834,30158,30661,31526,31980,420,324,503,865,454
Georgia,Pierce County,19008,19097,19109,19219,19389,-7,89,12,110,170
Georgia,Pike County,17763,17919,17888,18206,18634,-10,156,-31,318,428
Georgia,Polk County,40866,41233,41625,41910,42470,-93,367,392,285,560
Georgia,Pulaski County,11511,11397,11290,11208,11069,-56,-114,-107,-82,-139
Georgia,Putnam County,21154,21320,21527,21706,21809,-132,166,207,179,103
Georgia,Quitman County,2289,2281,2326,2348,2279,-80,-8,45,22,-69
Georgia,Rabun County,16165,16226,16471,16557,16867,-25,61,245,86,310
Georgia,Randolph County,7311,7147,7154,6991,6833,113,-164,7,-163,-158
Georgia,Richmond County,201166,201333,201801,201460,201554,-28,167,468,-341,94
Georgia,Rockdale County,87193,88379,89021,89866,90594,691,1186,642,845,728
Georgia,Schley County,5187,5206,5173,5254,5236,94,19,-33,81,-18
Georgia,Screven County,13999,14056,14000,13959,13938,-144,57,-56,-41,-21
Georgia,Seminole County,8599,8561,8424,8287,8315,-245,-38,-137,-137,28
Georgia,Spalding County,63694,63826,64570,65403,66100,185,132,744,833,697
Georgia,Stephens County,25424,25472,25664,25785,26035,-144,48,192,121,250
Georgia,Stewart County,5886,5930,6015,6179,6199,328,44,85,164,20
Georgia,Sumter County,31169,30685,30356,29817,29733,-170,-484,-329,-539,-84
Georgia,Talbot County,6520,6485,6354,6257,6272,-19,-35,-131,-97,15
Georgia,Taliaferro County,1694,1643,1613,1622,1608,4,-51,-30,9,-14
Georgia,Tattnall County,25337,25390,25295,25353,25391,-311,53,-95,58,38
Georgia,Taylor County,8379,8245,8188,8114,8039,-2,-134,-57,-74,-75
Georgia,Telfair County,16459,16439,15913,15890,15876,-174,-20,-526,-23,-14
Georgia,Terrell County,9083,9017,8865,8717,8611,-85,-66,-152,-148,-106
Georgia,Thomas County,44759,44812,44968,44662,44448,-13,53,156,-306,-214
Georgia,Tift County,40454,40536,40552,40438,40571,279,82,16,-114,133
Georgia,Toombs County,27146,27169,27144,26896,26887,-51,23,-25,-248,-9
Georgia,Towns County,11082,11207,11407,11539,11852,294,125,200,132,313
Georgia,Treutlen County,6811,6801,6704,6760,6809,125,-10,-97,56,49
Georgia,Troup County,69282,69593,69924,70038,70034,479,311,331,114,-4
Georgia,Turner County,8063,7979,7941,7915,7912,-140,-84,-38,-26,-3
Georgia,Twiggs County,8387,8342,8245,8260,8188,-125,-45,-97,15,-72
Georgia,Union County,21758,22017,22671,23427,24001,340,259,654,756,574
Georgia,Upson County,26173,26241,26255,26197,26215,-259,68,14,-58,18
Georgia,Walker County,68678,68552,68452,69027,69410,67,-126,-100,575,383
Georgia,Walton County,87521,88358,89873,91406,93503,1483,837,1515,1533,2097
Georgia,Ware County,35525,35359,35704,35728,35680,-226,-166,345,24,-48
Georgia,Warren County,5462,5377,5349,5292,5251,-60,-85,-28,-57,-41
Georgia,Washington County,20550,20736,20341,20294,20386,-24,186,-395,-47,92
Georgia,Wayne County,29893,29422,29953,29760,29808,-100,-471,531,-193,48
Georgia,Webster County,2612,2631,2615,2596,2611,-58,19,-16,-19,15
Georgia,Wheeler County,7970,7897,7999,7952,7879,48,-73,102,-47,-73
Georgia,White County,28019,28374,28824,29455,29970,191,355,450,631,515
Georgia,Whitfield County,103137,103677,104308,104063,104062,380,540,631,-245,-1
Georgia,Wilcox County,8891,8898,8835,8794,8812,-130,7,-63,-41,18
Georgia,Wilkes County,9946,9909,9810,9877,9876,29,-37,-99,67,-1
Georgia,Wilkinson County,9285,9080,9020,8967,9036,-78,-205,-60,-53,69
Georgia,Worth County,21021,20705,20719,20536,20299,-45,-316,14,-183,-237
Hawaii,Hawaii,1414862,1422484,1428105,1424203,1420491,6409,7622,5621,-3902,-3712
Hawaii,Hawaii County,193736,195941,198126,199503,200983,2270,2205,2185,1377,1480
Hawaii,Honolulu County,987649,991339,992692,986429,980080,1427,3690,1353,-6263,-6349
Hawaii,Kalawao County,89,88,88,88,88,0,-1,0,0,0
Hawaii,Kauai County,70324,71074,71575,71780,72133,664,750,501,205,353
Hawaii,Maui County,163064,164042,165624,166403,167207,2048,978,1582,779,804
Idaho,Idaho,1631479,1651523,1682930,1718904,1754208,19949,20044,31407,35974,35304
Idaho,Ada County,425540,433047,444824,456885,469966,9460,7507,11777,12061,13081
Idaho,Adams County,3882,3889,3940,4132,4250,20,7,51,192,118
Idaho,Bannock County,83534,84216,84794,85641,87138,85,682,578,847,1497
Idaho,Bear Lake County,5926,5879,5926,6031,6050,-22,-47,47,105,19
Idaho,Benewah County,9032,8990,9015,9165,9226,4,-42,25,150,61
Idaho,Bingham County,45229,45066,45318,45904,46236,-202,-163,252,586,332
Idaho,Blaine County,21465,21642,21987,22277,22601,135,177,345,290,324
Idaho,Boise County,6780,6961,7084,7355,7634,59,181,123,271,279
Idaho,Bonner County,41289,41587,42333,43621,44727,761,298,746,1288,1106
Idaho,Bonneville County,108264,109924,112249,114692,116854,878,1660,2325,2443,2162
Idaho,Boundary County,10955,11276,11652,11914,11948,103,321,376,262,34
Idaho,Butte County,2658,2567,2574,2600,2611,-9,-91,7,26,11
Idaho,Camas County,1055,1070,1083,1097,1127,11,15,13,14,30
Idaho,Canyon County,202514,206894,211370,216871,223499,3872,4380,4476,5501,6628
Idaho,Caribou County,6832,6771,6901,7027,7060,7,-61,130,126,33
Idaho,Cassia County,23518,23500,23494,23697,23864,165,-18,-6,203,167
Idaho,Clark County,890,887,871,885,852,10,-3,-16,14,-33
Idaho,Clearwater County,8576,8562,8652,8654,8758,2,-14,90,2,104
Idaho,Custer County,4131,4059,4083,4152,4280,-94,-72,24,69,128
Idaho,Elmore County,26226,25796,26084,26800,27259,-39,-430,288,716,459
Idaho,Franklin County,12910,12954,13318,13488,13726,108,44,364,170,238
Idaho,Fremont County,12813,12811,12916,13115,13168,-70,-2,105,199,53
Idaho,Gem County,16646,16680,16958,17343,17634,77,34,278,385,291
Idaho,Gooding County,15100,15212,15166,15170,15196,-79,112,-46,4,26
Idaho,Idaho County,16272,16296,16230,16373,16513,25,24,-66,143,140
Idaho,Jefferson County,26938,27129,27841,28500,29439,141,191,712,659,939
Idaho,Jerome County,22952,23006,23425,23759,24015,162,54,419,334,256
