month,state,permit,totals
2014-10,Hawaii,1330,1330
2014-10,Idaho,2888,11973
2014-10,Illinois,70325,103053
2014-10,Indiana,47593,80707
2014-10,Iowa,6822,10795
2014-10,Kansas,2200,14601
2014-10,Kentucky,6049,31756
2014-10,Louisiana,0,29220
2014-10,Maine,0,10133
2014-10,Mariana Islands,0,2
2014-10,Maryland,1285,10073
2014-10,Massachusetts,5639,14369
2014-10,Michigan,16955,40169
2014-10,Minnesota,18322,45025
2014-10,Mississippi,760,19086
2014-10,Missouri,6337,50021
2014-10,Montana,1112,12833
2014-10,Nebraska,3741,6735
2014-10,Nevada,1211,8873
2014-10,New Hampshire,3392,11633
2014-10,New Jersey,0,7435
2014-10,New Mexico,971,12641
2014-10,New York,3703,34659
2014-10,North Carolina,20331,43204
2014-10,North Dakota,463,7836
2014-10,Ohio,0,53277
2014-10,Oklahoma,0,30881
2014-10,Oregon,25,20667
2014-10,Pennsylvania,22166,83119
2014-10,Puerto Rico,0,1402
2014-10,Rhode Island,0,1889
2014-10,South Carolina,6472,24311
2014-10,South Dakota,8,9445
2014-10,Tennessee,7403,44933
2014-10,Texas,19667,122547
2014-10,Utah,9097,16476
2014-10,Vermont,0,3101
2014-10,Virgin Islands,99,127
2014-10,Virginia,203,36419
2014-10,Washington,10635,41682
2014-10,West Virginia,1024,20922
2014-10,Wisconsin,5280,33262
2014-10,Wyoming,541,5421
2014-09,Alabama,14261,45081
2014-09,Alaska,217,6625
2014-09,Arizona,4108,23538
2014-09,Arkansas,2787,17053
2014-09,California,48291,118856
2014-09,Colorado,3266,30504
2014-09,Connecticut,10512,22160
2014-09,Delaware,94,3289
2014-09,District of Columbia,0,48
2014-09,Florida,11525,77573
2014-09,Georgia,11240,35423
2014-09,Guam,0,181
2014-09,Hawaii,1153,1153
2014-09,Idaho,2454,11211
2014-09,Illinois,88071,117143
2014-09,Indiana,6439,34547
2014-09,Iowa,5545,8494
2014-09,Kansas,1939,12558
2014-09,Kentucky,60765,80383
2014-09,Louisiana,0,31703
2014-09,Maine,0,7667
2014-09,Mariana Islands,0,2
2014-09,Maryland,1045,8480
2014-09,Massachusetts,5455,12394
2014-09,Michigan,16646,37179
2014-09,Minnesota,17953,41988
2014-09,Mississippi,818,20332
2014-09,Missouri,5133,39077
2014-09,Montana,881,10880
2014-09,Nebraska,3191,5577
2014-09,Nevada,1475,8630
2014-09,New Hampshire,2897,9668
2014-09,New Jersey,0,6470
2014-09,New Mexico,1030,10973
2014-09,New York,3488,28575
2014-09,North Carolina,17095,35405
2014-09,North Dakota,298,5914
2014-09,Ohio,0,42944
2014-09,Oklahoma,0,25886
2014-09,Oregon,66,19544
2014-09,Pennsylvania,20044,71450
2014-09,Puerto Rico,0,1316
2014-09,Rhode Island,0,1570
2014-09,South Carolina,5486,20378
2014-09,South Dakota,1,7166
2014-09,Tennessee,6139,38227
2014-09,Texas,16930,114900
2014-09,Utah,9956,17531
2014-09,Vermont,0,2743
2014-09,Virgin Islands,100,112
2014-09,Virginia,109,31726
2014-09,Washington,8868,35256
2014-09,West Virginia,824,16952
2014-09,Wisconsin,3991,27754
2014-09,Wyoming,627,5296
2014-08,Alabama,14823,45465
2014-08,Alaska,190,7816
2014-08,Arizona,6743,26519
2014-08,Arkansas,3028,15895
2014-08,California,45625,119570
2014-08,Colorado,4055,32230
2014-08,Connecticut,7758,16479
2014-08,Delaware,238,3415
2014-08,District of Columbia,0,47
2014-08,Florida,11081,75868
2014-08,Georgia,11493,35344
2014-08,Guam,0,162
2014-08,Hawaii,1130,1130
2014-08,Idaho,2709,10295
2014-08,Illinois,62282,91721
2014-08,Indiana,7583,37077
2014-08,Iowa,5476,7923
2014-08,Kansas,1418,11796
2014-08,Kentucky,213126,232853
2014-08,Louisiana,0,24409
2014-08,Maine,0,6313
2014-08,Mariana Islands,0,0
2014-08,Maryland,960,8265
2014-08,Massachusetts,5807,13949
2014-08,Michigan,13597,32189
2014-08,Minnesota,17989,37674
2014-08,Mississippi,634,15732
2014-08,Missouri,4586,40886
2014-08,Montana,835,9986
2014-08,Nebraska,2681,4763
2014-08,Nevada,1400,8780
2014-08,New Hampshire,2811,9688
2014-08,New Jersey,0,6828
2014-08,New Mexico,745,10816
2014-08,New York,5904,27139
2014-08,North Carolina,16602,35184
2014-08,North Dakota,549,5239
2014-08,Ohio,0,42044
2014-08,Oklahoma,0,25875
2014-08,Oregon,31,16665
2014-08,Pennsylvania,18353,67743
2014-08,Puerto Rico,0,1391
2014-08,Rhode Island,0,1617
2014-08,South Carolina,6875,22184
2014-08,South Dakota,0,6261
2014-08,Tennessee,7569,39800
2014-08,Texas,16910,115497
2014-08,Utah,12958,19335
2014-08,Vermont,0,2280
2014-08,Virgin Islands,119,132
2014-08,Virginia,0,30501
2014-08,Washington,7650,32674
2014-08,West Virginia,948,15799
2014-08,Wisconsin,3164,24467
2014-08,Wyoming,575,4637
2014-07,Alabama,17430,43600
2014-07,Alaska,237,6035
2014-07,Arizona,4401,21193
2014-07,Arkansas,2834,13484
2014-07,California,40766,104309
2014-07,Colorado,4049,29247
2014-07,Connecticut,6897,12620
2014-07,Delaware,181,2960
2014-07,District of Columbia,0,49
2014-07,Florida,12265,70230
2014-07,Georgia,13895,32987
2014-07,Guam,0,126
2014-07,Hawaii,1291,1291
2014-07,Idaho,2363,8251
2014-07,Illinois,60504,86596
2014-07,Indiana,7651,31816
2014-07,Iowa,5737,7575
2014-07,Kansas,1644,10381
2014-07,Kentucky,232847,248979
2014-07,Louisiana,0,17996
2014-07,Maine,0,4923
2014-07,Mariana Islands,0,2
2014-07,Maryland,1065,6878
2014-07,Massachusetts,6138,12638
2014-07,Michigan,14814,29119
2014-07,Minnesota,19088,33483
2014-07,Mississippi,573,11995
2014-07,Missouri,4364,30494
2014-07,Montana,811,7798
2014-07,Nebraska,2271,3704
2014-07,Nevada,1598,8108
2014-07,New Hampshire,2668,8374
2014-07,New Jersey,0,6792
2014-07,New Mexico,718,9168
2014-07,New York,9454,27126
2014-07,North Carolina,17153,31117
2014-07,North Dakota,774,4382
2014-07,Ohio,0,37889
2014-07,Oklahoma,0,21917
2014-07,Oregon,7,14896
2014-07,Pennsylvania,18465,59582
2014-07,Puerto Rico,0,1219
2014-07,Rhode Island,0,1374
2014-07,South Carolina,7170,19093
2014-07,South Dakota,7,4984
2014-07,Tennessee,7937,34494
2014-07,Texas,19340,94876
2014-07,Utah,14170,19385
2014-07,Vermont,0,1868
2014-07,Virgin Islands,43,63
2014-07,Virginia,0,28031
2014-07,Washington,8973,31164
2014-07,West Virginia,873,13298
2014-07,Wisconsin,3107,19541
2014-07,Wyoming,544,4205
2014-06,Alabama,15440,41709
2014-06,Alaska,228,6005
2014-06,Arizona,5140,22049
2014-06,Arkansas,3822,14177
2014-06,California,39245,102639
2014-06,Colorado,3583,26802
2014-06,Connecticut,7260,13270
2014-06,Delaware,194,2928
2014-06,District of Columbia,0,23
2014-06,Florida,13789,70597
2014-06,Georgia,10963,30386
2014-06,Guam,0,145
2014-06,Hawaii,1210,1210
2014-06,Idaho,3254,9745
2014-06,Illinois,87691,112407
2014-06,Indiana,7644,30807
2014-06,Iowa,6704,8569
2014-06,Kansas,1582,10053
2014-06,Kentucky,199326,214382
2014-06,Louisiana,0,18906
2014-06,Maine,0,4783
2014-06,Mariana Islands,0,1
2014-06,Maryland,986,7320
2014-06,Massachusetts,6951,13474
2014-06,Michigan,14346,28148
2014-06,Minnesota,20821,35400
2014-06,Mississippi,547,11455
2014-06,Missouri,3729,30079
2014-06,Montana,865,8454
2014-06,Nebraska,2226,3550
2014-06,Nevada,2101,9000
2014-06,New Hampshire,2691,8534
2014-06,New Jersey,0,6649
2014-06,New Mexico,795,9546
2014-06,New York,6899,23810
2014-06,North Carolina,18553,32577
2014-06,North Dakota,636,4224
2014-06,Ohio,0,35267
2014-06,Oklahoma,0,21797
2014-06,Oregon,39,16461
2014-06,Pennsylvania,16933,56296
2014-06,Puerto Rico,0,1188
2014-06,Rhode Island,0,1251
2014-06,South Carolina,7923,19781
2014-06,South Dakota,2,4781
2014-06,Tennessee,7435,32665
2014-06,Texas,16019,91133
2014-06,Utah,17714,23271
2014-06,Vermont,0,1736
2014-06,Virgin Islands,83,105
2014-06,Virginia,0,26351
2014-06,Washington,9081,32647
2014-06,West Virginia,785,12646
2014-06,Wisconsin,3528,19302
2014-06,Wyoming,801,4644
2014-05,Alabama,16215,43111
2014-05,Alaska,274,7166
2014-05,Arizona,6529,24566
2014-05,Arkansas,6299,17070
2014-05,California,50964,120661
2014-05,Colorado,5543,31697
2014-05,Connecticut,7632,14437
2014-05,Delaware,301,3896
2014-05,District of Columbia,0,31
2014-05,Florida,18764,78127
2014-05,Georgia,12827,33247
2014-05,Guam,0,166
2014-05,Hawaii,1155,1155
2014-05,Idaho,2327,9289
2014-05,Illinois,64832,92638
2014-05,Indiana,9559,36151
2014-05,Iowa,6278,8165
2014-05,Kansas,1675,10895
2014-05,Kentucky,214214,230610
2014-05,Louisiana,0,19085
2014-05,Maine,0,5674
2014-05,Mariana Islands,0,0
2014-05,Maryland,1199,7913
2014-05,Massachusetts,6618,14087
2014-05,Michigan,14896,31109
2014-05,Minnesota,18283,34462
2014-05,Mississippi,582,12506
2014-05,Missouri,3880,31691
2014-05,Montana,956,8930
2014-05,Nebraska,2534,4074
2014-05,Nevada,1779,8950
2014-05,New Hampshire,3393,10119
2014-05,New Jersey,0,7908
2014-05,New Mexico,691,10235
2014-05,New York,6387,25889
2014-05,North Carolina,20461,34589
2014-05,North Dakota,815,5216
2014-05,Ohio,0,40586
2014-05,Oklahoma,0,22251
2014-05,Oregon,40,17875
2014-05,Pennsylvania,18372,63261
2014-05,Puerto Rico,0,1378
2014-05,Rhode Island,0,1471
2014-05,South Carolina,8671,21331
2014-05,South Dakota,5,5167
2014-05,Tennessee,7199,33567
2014-05,Texas,17072,97814
2014-05,Utah,20462,26525
2014-05,Vermont,0,2100
2014-05,Virgin Islands,82,94
2014-05,Virginia,0,27385
2014-05,Washington,12897,37636
2014-05,West Virginia,911,14682
2014-05,Wisconsin,4159,22493
2014-05,Wyoming,931,5187
2014-04,Alabama,17498,46332
2014-04,Alaska,345,8305
2014-04,Arizona,5848,25939
2014-04,Arkansas,4526,16546
2014-04,California,58879,134448
2014-04,Colorado,6343,34615
2014-04,Connecticut,13030,20715
2014-04,Delaware,288,2822
2014-04,District of Columbia,0,36
2014-04,Florida,31586,94323
2014-04,Georgia,15172,36533
2014-04,Guam,0,209
2014-04,Hawaii,1597,1597
2014-04,Idaho,3337,10422
2014-04,Illinois,72734,105924
2014-04,Indiana,12335,42399
2014-04,Iowa,7746,10404
2014-04,Kansas,2032,13161
2014-04,Kentucky,255799,274155
2014-04,Louisiana,0,19656
2014-04,Maine,0,6890
2014-04,Mariana Islands,0,2
2014-04,Maryland,1804,10548
2014-04,Massachusetts,7412,16097
2014-04,Michigan,16595,36618
2014-04,Minnesota,23552,46067
2014-04,Mississippi,785,13044
2014-04,Missouri,5066,38283
2014-04,Montana,1312,10056
2014-04,Nebraska,3488,5240
2014-04,Nevada,1999,9819
2014-04,New Hampshire,4018,11592
2014-04,New Jersey,0,8472
2014-04,New Mexico,743,10620
2014-04,New York,19290,43433
2014-04,North Carolina,44082,59495
2014-04,North Dakota,881,6330
2014-04,Ohio,0,48767
2014-04,Oklahoma,0,26310
2014-04,Oregon,20,19475
2014-04,Pennsylvania,22034,74553
2014-04,Puerto Rico,0,1221
2014-04,Rhode Island,0,1667
2014-04,South Carolina,6671,21621
2014-04,South Dakota,9,6054
2014-04,Tennessee,7903,36861
2014-04,Texas,18481,101103
2014-04,Utah,23149,29587
2014-04,Vermont,0,3114
2014-04,Virgin Islands,77,103
2014-04,Virginia,0,31037
2014-04,Washington,18752,46446
2014-04,West Virginia,1150,16702
2014-04,Wisconsin,5940,32375
2014-04,Wyoming,617,5508
2014-03,Alabama,21849,57656
2014-03,Alaska,259,7271
2014-03,Arizona,3704,28307
2014-03,Arkansas,4992,20173
2014-03,California,52153,137660
2014-03,Colorado,4661,38547
2014-03,Connecticut,17496,36553
2014-03,Delaware,334,3534
2014-03,District of Columbia,0,48
2014-03,Florida,32405,104835
2014-03,Georgia,16042,45841
2014-03,Guam,0,205
2014-03,Hawaii,1333,1333
2014-03,Idaho,5538,14322
2014-03,Illinois,102752,145597
2014-03,Indiana,12438,52880
2014-03,Iowa,9748,13686
2014-03,Kansas,2493,16410
2014-03,Kentucky,257321,280948
2014-03,Louisiana,0,25477
2014-03,Maine,0,7591
2014-03,Mariana Islands,0,0
2014-03,Maryland,2843,17071
2014-03,Massachusetts,9160,20176
2014-03,Michigan,16900,42636
2014-03,Minnesota,25822,50582
2014-03,Mississippi,758,17334
2014-03,Missouri,5224,46051
2014-03,Montana,1270,11045
2014-03,Nebraska,4128,6437
2014-03,Nevada,2428,11769
2014-03,New Hampshire,3631,12519
2014-03,New Jersey,0,9726
2014-03,New Mexico,715,13550
2014-03,New York,7078,33819
2014-03,North Carolina,522188,541978
2014-03,North Dakota,583,6329
2014-03,Ohio,0,59244
2014-03,Oklahoma,0,30087
2014-03,Oregon,106,24346
2014-03,Pennsylvania,25102,93402
2014-03,Puerto Rico,0,1431
2014-03,Rhode Island,0,2208
2014-03,South Carolina,9518,28436
2014-03,South Dakota,8,7538
2014-03,Tennessee,7488,43344
2014-03,Texas,26007,130310
2014-03,Utah,14828,22924
2014-03,Vermont,0,3305
2014-03,Virgin Islands,90,108
2014-03,Virginia,0,40700
2014-03,Washington,12531,45491
2014-03,West Virginia,1336,20942
2014-03,Wisconsin,6122,37199
2014-03,Wyoming,523,5699
2014-02,Alabama,21593,63947
2014-02,Alaska,115,6353
2014-02,Arizona,3487,29657
2014-02,Arkansas,3910,24599
2014-02,California,36848,111341
2014-02,Colorado,4949,36936
2014-02,Connecticut,12879,29640
2014-02,Delaware,326,3207
2014-02,District of Columbia,0,28
2014-02,Florida,20119,100876
2014-02,Georgia,14467,50459
2014-02,Guam,0,158
2014-02,Hawaii,1222,1222
2014-02,Idaho,2266,11822
2014-02,Illinois,78016,115903
2014-02,Indiana,12042,51976
2014-02,Iowa,9818,13167
2014-02,Kansas,1737,17798
2014-02,Kentucky,227921,259837
2014-02,Louisiana,0,28120
2014-02,Maine,0,7101
2014-02,Mariana Islands,0,1
2014-02,Maryland,2983,18999
2014-02,Massachusetts,7997,16662
2014-02,Michigan,12488,35449
2014-02,Minnesota,20865,40503
2014-02,Mississippi,808,21805
2014-02,Missouri,4154,48674
2014-02,Montana,950,10352
2014-02,Nebraska,3945,6384
2014-02,Nevada,2261,11879
2014-02,New Hampshire,2718,10204
2014-02,New Jersey,0,7762
2014-02,New Mexico,586,13859
2014-02,New York,4043,27317
2014-02,North Carolina,199748,224667
2014-02,North Dakota,1291,6472
2014-02,Ohio,0,59527
2014-02,Oklahoma,0,33901
2014-02,Oregon,38,23197
2014-02,Pennsylvania,19168,76916
2014-02,Puerto Rico,0,1386
2014-02,Rhode Island,0,1897
2014-02,South Carolina,6641,28440
2014-02,South Dakota,5,7897
2014-02,Tennessee,10826,55684
2014-02,Texas,26564,147793
2014-02,Utah,12811,21548
2014-02,Vermont,0,3132
2014-02,Virgin Islands,88,108
2014-02,Virginia,0,42073
2014-02,Washington,10915,44399
2014-02,West Virginia,942,23569
2014-02,Wisconsin,4910,31698
2014-02,Wyoming,508,5677
2014-01,Alabama,21881,52138
2014-01,Alaska,169,4951
2014-01,Arizona,4382,24458
2014-01,Arkansas,4330,17158
2014-01,California,33962,100054
2014-01,Colorado,6273,33328
2014-01,Connecticut,16334,28542
2014-01,Delaware,61,2486
2014-01,District of Columbia,0,52
2014-01,Florida,16053,82342
2014-01,Georgia,14232,36627
2014-01,Guam,0,173
2014-01,Hawaii,1337,1337
2014-01,Idaho,1923,8532
2014-01,Illinois,89150,121288
2014-01,Indiana,11324,38520
2014-01,Iowa,10269,13003
2014-01,Kansas,1706,14248
2014-01,Kentucky,240641,258471
2014-01,Louisiana,0,22584
2014-01,Maine,0,5673
2014-01,Mariana Islands,0,0
2014-01,Maryland,3090,21715
2014-01,Massachusetts,9297,17908
2014-01,Michigan,14010,29623
2014-01,Minnesota,18556,34528
2014-01,Mississippi,688,14902
2014-01,Missouri,3987,36903
2014-01,Montana,999,8273
2014-01,Nebraska,3945,6115
2014-01,Nevada,1994,9387
2014-01,New Hampshire,3182,9884
2014-01,New Jersey,0,7954
2014-01,New Mexico,443,10183
2014-01,New York,4196,25551
2014-01,North Carolina,24661,41804
2014-01,North Dakota,1205,5594
2014-01,Ohio,0,40864
2014-01,Oklahoma,0,26608
2014-01,Oregon,47,19504
2014-01,Pennsylvania,21228,69963
2014-01,Puerto Rico,0,1400
2014-01,Rhode Island,0,1646
2014-01,South Carolina,7415,22356
2014-01,South Dakota,0,6101
2014-01,Tennessee,13942,45597
2014-01,Texas,39851,130524
2014-01,Utah,15423,21908
2014-01,Vermont,0,2138
2014-01,Virgin Islands,111,131
2014-01,Virginia,0,31647
2014-01,Washington,11997,40612
2014-01,West Virginia,770,15350
2014-01,Wisconsin,4486,23568
2014-01,Wyoming,505,4359
